sample_id,video_id,split,label,timestamp_sec,source_frame_index,frame_width,frame_height,yunet_bbox_x1,yunet_bbox_y1,yunet_bbox_x2,yunet_bbox_y2,yunet_bbox_width,yunet_bbox_height,yunet_bbox_aspect_ratio,raw_crop_width,raw_crop_height,raw_distortion_ratio,raw_padding_left,raw_padding_top,raw_padding_right,raw_padding_bottom,raw_padding_fraction,raw_padding_required,raw_face_area_fraction,square0_x1,square0_y1,square0_x2,square0_y2,square0_side,square0_padding_left,square0_padding_top,square0_padding_right,square0_padding_bottom,square0_padding_fraction,square0_padding_required,square0_face_area_fraction,square0_face_width_fraction,square0_face_height_fraction,square10_x1,square10_y1,square10_x2,square10_y2,square10_side,square10_padding_left,square10_padding_top,square10_padding_right,square10_padding_bottom,square10_padding_fraction,square10_padding_required,square10_face_area_fraction,square10_face_width_fraction,square10_face_height_fraction,square20_x1,square20_y1,square20_x2,square20_y2,square20_side,square20_padding_left,square20_padding_top,square20_padding_right,square20_padding_bottom,square20_padding_fraction,square20_padding_required,square20_face_area_fraction,square20_face_width_fraction,square20_face_height_fraction
train_n_461_t3p0,n_461,train,not_drowsy,3.0,75,720,1280,258,376,468,706,210,330,0.6363636363636364,210,330,1.5714285714285714,0,0,0,0,0.0,False,1.0,198,376,528,706,330,0,0,0,0,0.0,False,0.6363636363636364,0.6363636363636364,1.0,165,343,561,739,396,0,0,0,0,0.0,False,0.44191919191919193,0.5303030303030303,0.8333333333333334,132,310,594,772,462,0,0,0,0,0.0,False,0.3246753246753247,0.45454545454545453,0.7142857142857143
val_d_44_t3p0,d_44,val,drowsy,3.0,90,720,1280,223,323,472,713,249,390,0.6384615384615384,249,390,1.5662650602409638,0,0,0,0,0.0,False,1.0,152,323,542,713,390,0,0,0,0,0.0,False,0.6384615384615384,0.6384615384615384,1.0,113,284,581,752,468,0,0,0,0,0.0,False,0.44337606837606836,0.532051282051282,0.8333333333333334,74,245,620,791,546,0,0,0,0,0.0,False,0.32574568288854006,0.45604395604395603,0.7142857142857143
val_n_996_t3p0,n_996,val,not_drowsy,3.0,90,720,1280,331,628,581,1014,250,386,0.6476683937823834,250,386,1.544,0,0,0,0,0.0,False,1.0,263,628,649,1014,386,0,0,0,0,0.0,False,0.6476683937823834,0.6476683937823834,1.0,224,589,688,1053,464,0,0,0,0,0.0,False,0.4482201248513674,0.5387931034482759,0.8318965517241379,185,550,726,1091,541,0,0,6,0,0.011090573012939031,True,0.3297105039274842,0.46210720887245843,0.7134935304990758
train_d_737_t7p0,d_737,train,drowsy,7.0,175,720,1280,250,612,466,927,216,315,0.6857142857142857,216,315,1.4583333333333333,0,0,0,0,0.0,False,1.0,200,612,515,927,315,0,0,0,0,0.0,False,0.6857142857142857,0.6857142857142857,1.0,169,580,547,958,378,0,0,0,0,0.0,False,0.47619047619047616,0.5714285714285714,0.8333333333333334,137,549,578,990,441,0,0,0,0,0.0,False,0.3498542274052478,0.4897959183673469,0.7142857142857143
train_n_883_t7p0,n_883,train,not_drowsy,7.0,210,720,1280,243,617,425,900,182,283,0.6431095406360424,182,283,1.554945054945055,0,0,0,0,0.0,False,1.0,192,617,475,900,283,0,0,0,0,0.0,False,0.6431095406360424,0.6431095406360424,1.0,164,588,504,928,340,0,0,0,0,0.0,False,0.4455536332179931,0.5352941176470588,0.8323529411764706,135,560,532,957,397,0,0,0,0,0.0,False,0.3267960586007144,0.45843828715365237,0.7128463476070529
val_d_609_t7p0,d_609,val,drowsy,7.0,210,720,1280,350,411,520,660,170,249,0.6827309236947792,170,249,1.464705882352941,0,0,0,0,0.0,False,1.0,310,411,559,660,249,0,0,0,0,0.0,False,0.6827309236947792,0.6827309236947792,1.0,285,386,584,685,299,0,0,0,0,0.0,False,0.4734846366371741,0.568561872909699,0.8327759197324415,260,361,609,710,349,0,0,0,0,0.0,False,0.3475340924951355,0.4871060171919771,0.7134670487106017
val_n_640_t7p0,n_640,val,not_drowsy,7.0,210,720,1280,296,368,491,661,195,293,0.6655290102389079,195,293,1.5025641025641026,0,0,0,0,0.0,False,1.0,247,368,540,661,293,0,0,0,0,0.0,False,0.6655290102389079,0.6655290102389079,1.0,217,338,569,690,352,0,0,0,0,0.0,False,0.4611231275826446,0.5539772727272727,0.8323863636363636,188,309,599,720,411,0,0,0,0,0.0,False,0.3382350329443941,0.4744525547445255,0.7128953771289538
train_d_737_t9p0,d_737,train,drowsy,9.0,225,720,1280,202,610,444,944,242,334,0.7245508982035929,242,334,1.3801652892561984,0,0,0,0,0.0,False,1.0,156,610,490,944,334,0,0,0,0,0.0,False,0.7245508982035929,0.7245508982035929,1.0,122,576,523,977,401,0,0,0,0,0.0,False,0.5026585655561844,0.6034912718204489,0.8329177057356608,89,543,557,1011,468,0,0,0,0,0.0,False,0.36903718313974726,0.5170940170940171,0.7136752136752137
train_n_883_t9p0,n_883,train,not_drowsy,9.0,270,720,1280,231,623,417,892,186,269,0.6914498141263941,186,269,1.446236559139785,0,0,0,0,0.0,False,1.0,189,623,458,892,269,0,0,0,0,0.0,False,0.6914498141263941,0.6914498141263941,1.0,162,596,485,919,323,0,0,0,0,0.0,False,0.47957902404892216,0.5758513931888545,0.8328173374613003,135,569,512,946,377,0,0,0,0,0.0,False,0.3520323086773283,0.493368700265252,0.713527851458886
val_d_609_t9p0,d_609,val,drowsy,9.0,270,720,1280,350,409,521,657,171,248,0.6895161290322581,171,248,1.4502923976608186,0,0,0,0,0.0,False,1.0,311,409,559,657,248,0,0,0,0,0.0,False,0.6895161290322581,0.6895161290322581,1.0,286,384,584,682,298,0,0,0,0,0.0,False,0.47754605648394216,0.5738255033557047,0.8322147651006712,261,359,609,707,348,0,0,0,0,0.0,False,0.3501783590963139,0.49137931034482757,0.7126436781609196
val_n_640_t9p0,n_640,val,not_drowsy,9.0,270,720,1280,254,374,455,659,201,285,0.7052631578947368,201,285,1.4179104477611941,0,0,0,0,0.0,False,1.0,212,374,497,659,285,0,0,0,0,0.0,False,0.7052631578947368,0.7052631578947368,1.0,183,345,525,687,342,0,0,0,0,0.0,False,0.489766081871345,0.5877192982456141,0.8333333333333334,155,317,554,716,399,0,0,0,0,0.0,False,0.359828141783029,0.5037593984962406,0.7142857142857143
train_d_737_t1p0,d_737,train,drowsy,1.0,25,720,1280,237,609,452,922,215,313,0.6869009584664537,215,313,1.455813953488372,0,0,0,0,0.0,False,1.0,188,609,501,922,313,0,0,0,0,0.0,False,0.6869009584664537,0.6869009584664537,1.0,156,577,532,953,376,0,0,0,0,0.0,False,0.4760001697600724,0.5718085106382979,0.8324468085106383,125,546,564,985,439,0,0,0,0,0.0,False,0.3491835347471215,0.489749430523918,0.7129840546697038
train_n_883_t1p0,n_883,train,not_drowsy,1.0,30,720,1280,218,628,414,895,196,267,0.7340823970037453,196,267,1.3622448979591837,0,0,0,0,0.0,False,1.0,182,628,449,895,267,0,0,0,0,0.0,False,0.7340823970037453,0.7340823970037453,1.0,155,601,476,922,321,0,0,0,0,0.0,False,0.5078755058665968,0.6105919003115264,0.8317757009345794,129,574,503,948,374,0,0,0,0,0.0,False,0.37413137350224485,0.5240641711229946,0.713903743315508
val_d_609_t1p0,d_609,val,drowsy,1.0,30,720,1280,355,418,521,663,166,245,0.6775510204081633,166,245,1.4759036144578312,0,0,0,0,0.0,False,1.0,315,418,560,663,245,0,0,0,0,0.0,False,0.6775510204081633,0.6775510204081633,1.0,291,393,585,687,294,0,0,0,0,0.0,False,0.47052154195011336,0.564625850340136,0.8333333333333334,266,369,609,712,343,0,0,0,0,0.0,False,0.3456892961266139,0.4839650145772595,0.7142857142857143
val_n_640_t1p0,n_640,val,not_drowsy,1.0,30,720,1280,242,358,443,657,201,299,0.6722408026755853,201,299,1.4875621890547264,0,0,0,0,0.0,False,1.0,193,358,492,657,299,0,0,0,0,0.0,False,0.6722408026755853,0.6722408026755853,1.0,163,328,522,687,359,0,0,0,0,0.0,False,0.466313886453395,0.5598885793871866,0.8328690807799443,133,298,552,717,419,0,0,0,0,0.0,False,0.3423254595268881,0.4797136038186158,0.7136038186157518
train_d_737_t3p0,d_737,train,drowsy,3.0,75,720,1280,213,623,437,925,224,302,0.7417218543046358,224,302,1.3482142857142858,0,0,0,0,0.0,False,1.0,174,623,476,925,302,0,0,0,0,0.0,False,0.7417218543046358,0.7417218543046358,1.0,143,592,506,955,363,0,0,0,0,0.0,False,0.5133832692059589,0.6170798898071626,0.8319559228650137,113,562,536,985,423,0,0,0,0,0.0,False,0.378071749129543,0.5295508274231678,0.7139479905437353
train_n_883_t3p0,n_883,train,not_drowsy,3.0,90,720,1280,228,629,416,900,188,271,0.6937269372693727,188,271,1.4414893617021276,0,0,0,0,0.0,False,1.0,186,629,457,900,271,0,0,0,0,0.0,False,0.6937269372693727,0.6937269372693727,1.0,159,601,485,927,326,0,0,0,0,0.0,False,0.4793932778802364,0.5766871165644172,0.8312883435582822,132,574,512,954,380,0,0,0,0,0.0,False,0.35282548476454295,0.49473684210526314,0.7131578947368421
val_d_609_t3p0,d_609,val,drowsy,3.0,90,720,1280,349,410,524,667,175,257,0.6809338521400778,175,257,1.4685714285714286,0,0,0,0,0.0,False,1.0,308,410,565,667,257,0,0,0,0,0.0,False,0.6809338521400778,0.6809338521400778,1.0,282,384,591,693,309,0,0,0,0,0.0,False,0.47103612236989556,0.5663430420711975,0.8317152103559871,256,358,616,718,360,0,0,0,0,0.0,False,0.3470293209876543,0.4861111111111111,0.7138888888888889
val_n_640_t3p0,n_640,val,not_drowsy,3.0,90,720,1280,273,362,483,654,210,292,0.7191780821917808,210,292,1.3904761904761904,0,0,0,0,0.0,False,1.0,232,362,524,654,292,0,0,0,0,0.0,False,0.7191780821917808,0.7191780821917808,1.0,202,332,553,683,351,0,0,0,0,0.0,False,0.4977232327659678,0.5982905982905983,0.8319088319088319,173,303,582,712,409,0,0,0,0,0.0,False,0.36656882730256274,0.5134474327628362,0.7139364303178484
train_d_737_t5p0,d_737,train,drowsy,5.0,125,720,1280,245,609,469,928,224,319,0.7021943573667712,224,319,1.4241071428571428,0,0,0,0,0.0,False,1.0,197,609,516,928,319,0,0,0,0,0.0,False,0.7021943573667712,0.7021943573667712,1.0,165,577,548,960,383,0,0,0,0,0.0,False,0.48712582402225113,0.5848563968668408,0.8328981723237598,133,545,580,992,447,0,0,0,0,0.0,False,0.3576215285597746,0.5011185682326622,0.7136465324384788
train_n_883_t5p0,n_883,train,not_drowsy,5.0,150,720,1280,228,628,415,899,187,271,0.6900369003690037,187,271,1.4491978609625669,0,0,0,0,0.0,False,1.0,186,628,457,899,271,0,0,0,0,0.0,False,0.6900369003690037,0.6900369003690037,1.0,158,600,484,926,326,0,0,0,0,0.0,False,0.47684331363619253,0.5736196319018405,0.8312883435582822,131,573,511,953,380,0,0,0,0,0.0,False,0.3509487534626039,0.4921052631578947,0.7131578947368421
val_d_609_t5p0,d_609,val,drowsy,5.0,150,720,1280,352,414,518,654,166,240,0.6916666666666667,166,240,1.4457831325301205,0,0,0,0,0.0,False,1.0,315,414,555,654,240,0,0,0,0,0.0,False,0.6916666666666667,0.6916666666666667,1.0,291,390,579,678,288,0,0,0,0,0.0,False,0.48032407407407407,0.5763888888888888,0.8333333333333334,267,366,603,702,336,0,0,0,0,0.0,False,0.352891156462585,0.49404761904761907,0.7142857142857143
val_n_640_t5p0,n_640,val,not_drowsy,5.0,150,720,1280,284,374,488,672,204,298,0.6845637583892618,204,298,1.4607843137254901,0,0,0,0,0.0,False,1.0,237,374,535,672,298,0,0,0,0,0.0,False,0.6845637583892618,0.6845637583892618,1.0,207,344,565,702,358,0,0,0,0,0.0,False,0.47432976498860835,0.5698324022346368,0.8324022346368715,177,314,595,732,418,0,0,0,0,0.0,False,0.3479315949726426,0.4880382775119617,0.7129186602870813
train_d_620_t9p0,d_620,train,drowsy,9.0,270,720,1280,346,418,516,664,170,246,0.6910569105691057,170,246,1.4470588235294117,0,0,0,0,0.0,False,1.0,308,418,554,664,246,0,0,0,0,0.0,False,0.6910569105691057,0.6910569105691057,1.0,283,393,579,689,296,0,0,0,0,0.0,False,0.4773100803506209,0.5743243243243243,0.831081081081081,258,368,603,713,345,0,0,0,0,0.0,False,0.35135475740390676,0.4927536231884058,0.7130434782608696
train_n_153_t9p0,n_153,train,not_drowsy,9.0,225,720,1280,224,617,384,847,160,230,0.6956521739130435,160,230,1.4375,0,0,0,0,0.0,False,1.0,189,617,419,847,230,0,0,0,0,0.0,False,0.6956521739130435,0.6956521739130435,1.0,166,594,442,870,276,0,0,0,0,0.0,False,0.4830917874396135,0.5797101449275363,0.8333333333333334,143,571,465,893,322,0,0,0,0,0.0,False,0.354924578527063,0.4968944099378882,0.7142857142857143
val_d_852_t9p0,d_852,val,drowsy,9.0,270,720,1280,302,643,562,1032,260,389,0.6683804627249358,260,389,1.4961538461538462,0,0,0,0,0.0,False,1.0,237,643,626,1032,389,0,0,0,0,0.0,False,0.6683804627249358,0.6683804627249358,1.0,198,604,665,1071,467,0,0,0,0,0.0,False,0.4637556227044922,0.556745182012848,0.8329764453961456,159,565,704,1110,545,0,0,0,0,0.0,False,0.34051005807591955,0.47706422018348627,0.7137614678899082
val_n_658_t9p0,n_658,val,not_drowsy,9.0,270,720,1280,201,394,407,684,206,290,0.7103448275862069,206,290,1.4077669902912622,0,0,0,0,0.0,False,1.0,159,394,449,684,290,0,0,0,0,0.0,False,0.7103448275862069,0.7103448275862069,1.0,130,365,478,713,348,0,0,0,0,0.0,False,0.4932950191570881,0.5919540229885057,0.8333333333333334,101,336,507,742,406,0,0,0,0,0.0,False,0.362420830401126,0.5073891625615764,0.7142857142857143
train_d_620_t1p0,d_620,train,drowsy,1.0,30,720,1280,357,415,523,672,166,257,0.6459143968871596,166,257,1.5481927710843373,0,0,0,0,0.0,False,1.0,311,415,568,672,257,0,0,0,0,0.0,False,0.6459143968871596,0.6459143968871596,1.0,285,389,594,698,309,0,0,0,0,0.0,False,0.4468114075051581,0.5372168284789643,0.8317152103559871,260,363,620,723,360,0,0,0,0,0.0,False,0.3291820987654321,0.46111111111111114,0.7138888888888889
train_n_153_t1p0,n_153,train,not_drowsy,1.0,25,720,1280,223,613,380,836,157,223,0.7040358744394619,157,223,1.4203821656050954,0,0,0,0,0.0,False,1.0,190,613,413,836,223,0,0,0,0,0.0,False,0.7040358744394619,0.7040358744394619,1.0,167,590,435,858,268,0,0,0,0,0.0,False,0.48745544664736024,0.585820895522388,0.832089552238806,145,568,458,881,313,0,0,0,0,0.0,False,0.3573681470669293,0.5015974440894568,0.7124600638977636
val_d_852_t1p0,d_852,val,drowsy,1.0,30,720,1280,307,656,565,1021,258,365,0.7068493150684931,258,365,1.4147286821705427,0,0,0,0,0.0,False,1.0,253,656,618,1021,365,0,0,0,0,0.0,False,0.7068493150684931,0.7068493150684931,1.0,217,619,655,1057,438,0,0,0,0,0.0,False,0.4908675799086758,0.589041095890411,0.8333333333333334,180,583,691,1094,511,0,0,0,0,0.0,False,0.3606374056471904,0.5048923679060665,0.7142857142857143
val_n_658_t1p0,n_658,val,not_drowsy,1.0,30,720,1280,197,395,417,691,220,296,0.7432432432432432,220,296,1.3454545454545455,0,0,0,0,0.0,False,1.0,159,395,455,691,296,0,0,0,0,0.0,False,0.7432432432432432,0.7432432432432432,1.0,129,365,485,721,356,0,0,0,0,0.0,False,0.5138240121196819,0.6179775280898876,0.8314606741573034,99,335,514,750,415,0,0,0,0,0.0,False,0.3781100304833793,0.5301204819277109,0.7132530120481928
train_d_620_t3p0,d_620,train,drowsy,3.0,90,720,1280,340,416,517,665,177,249,0.7108433734939759,177,249,1.4067796610169492,0,0,0,0,0.0,False,1.0,304,416,553,665,249,0,0,0,0,0.0,False,0.7108433734939759,0.7108433734939759,1.0,279,391,578,690,299,0,0,0,0,0.0,False,0.49298106285164595,0.5919732441471572,0.8327759197324415,254,366,603,715,349,0,0,0,0,0.0,False,0.3618443198331705,0.5071633237822349,0.7134670487106017
train_n_153_t3p0,n_153,train,not_drowsy,3.0,75,720,1280,210,612,369,839,159,227,0.7004405286343612,159,227,1.4276729559748427,0,0,0,0,0.0,False,1.0,176,612,403,839,227,0,0,0,0,0.0,False,0.7004405286343612,0.7004405286343612,1.0,153,589,426,862,273,0,0,0,0,0.0,False,0.4842812864790887,0.5824175824175825,0.8315018315018315,130,566,448,884,318,0,0,0,0,0.0,False,0.35691823899371067,0.5,0.7138364779874213
val_d_852_t3p0,d_852,val,drowsy,3.0,90,720,1280,323,659,577,1036,254,377,0.6737400530503979,254,377,1.484251968503937,0,0,0,0,0.0,False,1.0,261,659,638,1036,377,0,0,0,0,0.0,False,0.6737400530503979,0.6737400530503979,1.0,223,621,676,1074,453,0,0,0,0,0.0,False,0.46663645356685135,0.5607064017660044,0.8322295805739515,186,583,714,1111,528,0,0,0,0,0.0,False,0.34348456152433426,0.4810606060606061,0.7140151515151515
val_n_658_t3p0,n_658,val,not_drowsy,3.0,90,720,1280,206,385,437,689,231,304,0.7598684210526315,231,304,1.316017316017316,0,0,0,0,0.0,False,1.0,169,385,473,689,304,0,0,0,0,0.0,False,0.7598684210526315,0.7598684210526315,1.0,139,354,504,719,365,0,0,0,0,0.0,False,0.5271082754738224,0.6328767123287671,0.8328767123287671,108,324,534,750,426,0,0,0,0,0.0,False,0.3869602592078291,0.5422535211267606,0.7136150234741784
train_d_620_t5p0,d_620,train,drowsy,5.0,150,720,1280,335,410,513,662,178,252,0.7063492063492064,178,252,1.4157303370786516,0,0,0,0,0.0,False,1.0,298,410,550,662,252,0,0,0,0,0.0,False,0.7063492063492064,0.7063492063492064,1.0,272,384,575,687,303,0,0,0,0,0.0,False,0.48857955102440936,0.5874587458745875,0.8316831683168316,247,359,600,712,353,0,0,0,0,0.0,False,0.359973998667833,0.5042492917847026,0.7138810198300283
train_n_153_t5p0,n_153,train,not_drowsy,5.0,125,720,1280,222,612,382,844,160,232,0.6896551724137931,160,232,1.45,0,0,0,0,0.0,False,1.0,186,612,418,844,232,0,0,0,0,0.0,False,0.6896551724137931,0.6896551724137931,1.0,162,588,441,867,279,0,0,0,0,0.0,False,0.47686951606479877,0.5734767025089605,0.8315412186379928,139,565,464,890,325,0,0,0,0,0.0,False,0.35143195266272187,0.49230769230769234,0.7138461538461538
val_d_852_t5p0,d_852,val,drowsy,5.0,150,720,1280,305,654,559,1020,254,366,0.6939890710382514,254,366,1.4409448818897639,0,0,0,0,0.0,False,1.0,249,654,615,1020,366,0,0,0,0,0.0,False,0.6939890710382514,0.6939890710382514,1.0,212,617,652,1057,440,0,0,0,0,0.0,False,0.48018595041322315,0.5772727272727273,0.8318181818181818,175,580,688,1093,513,0,0,0,0,0.0,False,0.3532482929220387,0.4951267056530214,0.7134502923976608
val_n_658_t5p0,n_658,val,not_drowsy,5.0,150,720,1280,195,394,399,680,204,286,0.7132867132867133,204,286,1.4019607843137254,0,0,0,0,0.0,False,1.0,154,394,440,680,286,0,0,0,0,0.0,False,0.7132867132867133,0.7132867132867133,1.0,125,365,469,709,344,0,0,0,0,0.0,False,0.49303677663601947,0.5930232558139535,0.8313953488372093,96,336,497,737,401,0,0,0,0,0.0,False,0.3628335644678827,0.5087281795511222,0.713216957605985
train_d_620_t7p0,d_620,train,drowsy,7.0,210,720,1280,344,412,517,665,173,253,0.6837944664031621,173,253,1.4624277456647399,0,0,0,0,0.0,False,1.0,304,412,557,665,253,0,0,0,0,0.0,False,0.6837944664031621,0.6837944664031621,1.0,278,386,582,690,304,0,0,0,0,0.0,False,0.473608466066482,0.569078947368421,0.8322368421052632,253,361,608,716,355,0,0,0,0,0.0,False,0.3473041063281095,0.48732394366197185,0.7126760563380282
train_n_153_t7p0,n_153,train,not_drowsy,7.0,175,720,1280,223,619,383,840,160,221,0.7239819004524887,160,221,1.38125,0,0,0,0,0.0,False,1.0,192,619,413,840,221,0,0,0,0,0.0,False,0.7239819004524887,0.7239819004524887,1.0,170,596,436,862,266,0,0,0,0,0.0,False,0.49974560461303635,0.6015037593984962,0.8308270676691729,148,574,458,884,310,0,0,0,0,0.0,False,0.36795005202913633,0.5161290322580645,0.7129032258064516
val_d_852_t7p0,d_852,val,drowsy,7.0,210,720,1280,310,649,565,1011,255,362,0.7044198895027625,255,362,1.419607843137255,0,0,0,0,0.0,False,1.0,256,649,618,1011,362,0,0,0,0,0.0,False,0.7044198895027625,0.7044198895027625,1.0,220,612,655,1047,435,0,0,0,0,0.0,False,0.48783194609591757,0.5862068965517241,0.832183908045977,184,576,691,1083,507,0,0,0,0,0.0,False,0.3591144100930173,0.5029585798816568,0.7140039447731755
val_n_658_t7p0,n_658,val,not_drowsy,7.0,210,720,1280,154,389,390,694,236,305,0.7737704918032787,236,305,1.2923728813559323,0,0,0,0,0.0,False,1.0,119,389,424,694,305,0,0,0,0,0.0,False,0.7737704918032787,0.7737704918032787,1.0,89,358,455,724,366,0,0,0,0,0.0,False,0.5373406193078324,0.644808743169399,0.8333333333333334,58,328,485,755,427,0,0,0,0,0.0,False,0.3947808631649381,0.5526932084309133,0.7142857142857143
train_d_936_t1p0,d_936,train,drowsy,1.0,30,720,1280,226,580,465,878,239,298,0.802013422818792,239,298,1.2468619246861925,0,0,0,0,0.0,False,1.0,196,580,494,878,298,0,0,0,0,0.0,False,0.802013422818792,0.802013422818792,1.0,166,550,524,908,358,0,0,0,0,0.0,False,0.5557098717268499,0.6675977653631285,0.8324022346368715,136,520,554,938,418,0,0,0,0,0.0,False,0.4076257411689293,0.5717703349282297,0.7129186602870813
train_n_474_t1p0,n_474,train,not_drowsy,1.0,25,720,1280,209,381,434,730,225,349,0.6446991404011462,225,349,1.551111111111111,0,0,0,0,0.0,False,1.0,147,381,496,730,349,0,0,0,0,0.0,False,0.6446991404011462,0.6446991404011462,1.0,112,346,531,765,419,0,0,0,0,0.0,False,0.447280432442285,0.5369928400954654,0.8329355608591885,77,311,566,800,489,0,0,0,0,0.0,False,0.3283902292144981,0.4601226993865031,0.7137014314928425
val_d_280_t1p0,d_280,val,drowsy,1.0,30,720,1280,303,598,482,853,179,255,0.7019607843137254,179,255,1.4245810055865922,0,0,0,0,0.0,False,1.0,265,598,520,853,255,0,0,0,0,0.0,False,0.7019607843137254,0.7019607843137254,1.0,239,572,545,878,306,0,0,0,0,0.0,False,0.4874727668845316,0.5849673202614379,0.8333333333333334,214,547,571,904,357,0,0,0,0,0.0,False,0.3581432573029212,0.5014005602240896,0.7142857142857143
val_n_1002_t1p0,n_1002,val,not_drowsy,1.0,30,720,1280,238,576,471,878,233,302,0.7715231788079471,233,302,1.296137339055794,0,0,0,0,0.0,False,1.0,203,576,505,878,302,0,0,0,0,0.0,False,0.7715231788079471,0.7715231788079471,1.0,173,545,536,908,363,0,0,0,0,0.0,False,0.5340102755579841,0.6418732782369146,0.8319559228650137,143,515,566,938,423,0,0,0,0,0.0,False,0.39326213190706927,0.5508274231678487,0.7139479905437353
train_d_936_t3p0,d_936,train,drowsy,3.0,90,720,1280,200,580,449,896,249,316,0.7879746835443038,249,316,1.2690763052208835,0,0,0,0,0.0,False,1.0,166,580,482,896,316,0,0,0,0,0.0,False,0.7879746835443038,0.7879746835443038,1.0,134,548,514,928,380,0,0,0,0,0.0,False,0.5449030470914128,0.6552631578947369,0.8315789473684211,103,516,546,959,443,0,0,0,0,0.0,False,0.4009396226222809,0.5620767494356659,0.7133182844243793
train_n_474_t3p0,n_474,train,not_drowsy,3.0,75,720,1280,230,378,447,702,217,324,0.6697530864197531,217,324,1.4930875576036866,0,0,0,0,0.0,False,1.0,176,378,500,702,324,0,0,0,0,0.0,False,0.6697530864197531,0.6697530864197531,1.0,144,345,533,734,389,0,0,0,0,0.0,False,0.4646281745428592,0.5578406169665809,0.8329048843187661,111,313,565,767,454,0,0,0,0,0.0,False,0.3411088901395331,0.4779735682819383,0.7136563876651982
val_d_280_t3p0,d_280,val,drowsy,3.0,90,720,1280,278,629,466,888,188,259,0.7258687258687259,188,259,1.377659574468085,0,0,0,0,0.0,False,1.0,242,629,501,888,259,0,0,0,0,0.0,False,0.7258687258687259,0.7258687258687259,1.0,216,603,527,914,311,0,0,0,0,0.0,False,0.503427383918694,0.6045016077170418,0.8327974276527331,190,577,553,940,363,0,0,0,0,0.0,False,0.36952545742928916,0.5179063360881543,0.7134986225895317
val_n_1002_t3p0,n_1002,val,not_drowsy,3.0,90,720,1280,259,574,474,870,215,296,0.7263513513513513,215,296,1.3767441860465117,0,0,0,0,0.0,False,1.0,218,574,514,870,296,0,0,0,0,0.0,False,0.7263513513513513,0.7263513513513513,1.0,188,544,544,900,356,0,0,0,0,0.0,False,0.5021461936624163,0.6039325842696629,0.8314606741573034,159,514,574,929,415,0,0,0,0,0.0,False,0.3695166206996661,0.5180722891566265,0.7132530120481928
train_d_936_t5p0,d_936,train,drowsy,5.0,150,720,1280,238,577,477,879,239,302,0.7913907284768212,239,302,1.2635983263598327,0,0,0,0,0.0,False,1.0,206,577,508,879,302,0,0,0,0,0.0,False,0.7913907284768212,0.7913907284768212,1.0,176,546,539,909,363,0,0,0,0,0.0,False,0.5477616131260008,0.6584022038567493,0.8319559228650137,146,516,569,939,423,0,0,0,0,0.0,False,0.40338905375875345,0.5650118203309693,0.7139479905437353
train_n_474_t5p0,n_474,train,not_drowsy,5.0,125,720,1280,229,377,445,706,216,329,0.6565349544072948,216,329,1.5231481481481481,0,0,0,0,0.0,False,1.0,172,377,501,706,329,0,0,0,0,0.0,False,0.6565349544072948,0.6565349544072948,1.0,139,344,534,739,395,0,0,0,0,0.0,False,0.4554654702771992,0.5468354430379747,0.8329113924050633,106,311,567,772,461,0,0,0,0,0.0,False,0.33438577834661043,0.4685466377440347,0.7136659436008677
val_d_280_t5p0,d_280,val,drowsy,5.0,150,720,1280,305,600,483,851,178,251,0.7091633466135459,178,251,1.4101123595505618,0,0,0,0,0.0,False,1.0,268,600,519,851,251,0,0,0,0,0.0,False,0.7091633466135459,0.7091633466135459,1.0,243,574,545,876,302,0,0,0,0,0.0,False,0.48986886540064034,0.5894039735099338,0.8311258278145696,218,549,570,901,352,0,0,0,0,0.0,False,0.36058561466942146,0.5056818181818182,0.7130681818181818
val_n_1002_t5p0,n_1002,val,not_drowsy,5.0,150,720,1280,285,564,505,875,220,311,0.707395498392283,220,311,1.4136363636363636,0,0,0,0,0.0,False,1.0,239,564,550,875,311,0,0,0,0,0.0,False,0.707395498392283,0.707395498392283,1.0,208,532,582,906,374,0,0,0,0,0.0,False,0.48914753067002203,0.5882352941176471,0.8315508021390374,177,501,613,937,436,0,0,0,0,0.0,False,0.35992340712061277,0.5045871559633027,0.713302752293578
train_d_936_t7p0,d_936,train,drowsy,7.0,209,720,1280,256,578,489,873,233,295,0.7898305084745763,233,295,1.2660944206008584,0,0,0,0,0.0,False,1.0,225,578,520,873,295,0,0,0,0,0.0,False,0.7898305084745763,0.7898305084745763,1.0,195,548,549,902,354,0,0,0,0,0.0,False,0.5484934086629002,0.6581920903954802,0.8333333333333334,166,519,579,932,413,0,0,0,0,0.0,False,0.4029747492217226,0.5641646489104116,0.7142857142857143
train_n_474_t7p0,n_474,train,not_drowsy,7.0,175,720,1280,225,373,443,706,218,333,0.6546546546546547,218,333,1.5275229357798166,0,0,0,0,0.0,False,1.0,167,373,500,706,333,0,0,0,0,0.0,False,0.6546546546546547,0.6546546546546547,1.0,134,339,534,739,400,0,0,0,0,0.0,False,0.4537125,0.545,0.8325,100,306,567,773,467,0,0,0,0,0.0,False,0.3328641059384013,0.4668094218415418,0.7130620985010707
