video_id,split,label,behavior_valid_count,behavior_missing_count,longest_missing_run,behavior_exclusion_reason,context_eligible,canonical_policy_hash,sequence_missing_policy_hash
n_247,val,not_drowsy,25,75,47,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_248,train,not_drowsy,60,40,21,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_249,train,not_drowsy,40,60,20,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_25,train,not_drowsy,90,10,7,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_250,train,not_drowsy,12,88,42,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_253,train,not_drowsy,74,26,9,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_254,train,not_drowsy,56,44,16,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_255,train,not_drowsy,94,6,4,INSUFFICIENT_VALID_BEHAVIOR,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_257,train,not_drowsy,71,29,28,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_259,train,not_drowsy,45,55,17,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_26,train,not_drowsy,92,8,6,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_260,train,not_drowsy,94,6,6,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_262,train,not_drowsy,83,17,8,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_263,train,not_drowsy,91,9,6,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_264,train,not_drowsy,86,14,7,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_265,train,not_drowsy,73,27,13,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_266,train,not_drowsy,63,37,21,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_269,train,not_drowsy,93,7,5,INSUFFICIENT_VALID_BEHAVIOR,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_273,train,not_drowsy,78,22,9,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_274,train,not_drowsy,80,20,13,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_275,train,not_drowsy,90,10,9,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_279,train,not_drowsy,93,7,7,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_281,train,not_drowsy,88,12,12,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_282,val,not_drowsy,91,9,9,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_283,train,not_drowsy,70,30,16,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_284,train,not_drowsy,49,51,26,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_285,train,not_drowsy,85,15,8,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_286,train,not_drowsy,68,32,11,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_288,train,not_drowsy,56,44,15,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_291,train,not_drowsy,94,6,5,INSUFFICIENT_VALID_BEHAVIOR,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_292,train,not_drowsy,93,7,6,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_299,train,not_drowsy,93,7,4,INSUFFICIENT_VALID_BEHAVIOR,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_300,val,not_drowsy,85,15,9,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_305,train,not_drowsy,84,16,8,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_306,train,not_drowsy,94,6,6,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_307,train,not_drowsy,94,6,6,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_311,val,not_drowsy,77,23,15,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_312,train,not_drowsy,68,32,31,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_314,train,not_drowsy,79,21,13,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_315,train,not_drowsy,91,9,5,INSUFFICIENT_VALID_BEHAVIOR,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_316,train,not_drowsy,75,25,7,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_318,val,not_drowsy,65,35,15,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_319,train,not_drowsy,77,23,10,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_320,train,not_drowsy,72,28,5,INSUFFICIENT_VALID_BEHAVIOR,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_321,train,not_drowsy,75,25,9,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_322,train,not_drowsy,80,20,14,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_328,train,not_drowsy,89,11,11,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_330,val,not_drowsy,40,60,33,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_337,val,not_drowsy,83,17,9,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_338,train,not_drowsy,92,8,8,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_339,val,not_drowsy,77,23,18,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_34,val,not_drowsy,92,8,8,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_345,train,not_drowsy,90,10,10,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_347,train,not_drowsy,90,10,10,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_348,train,not_drowsy,72,28,20,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_349,train,not_drowsy,91,9,9,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_35,train,not_drowsy,92,8,7,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_352,train,not_drowsy,91,9,7,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_357,val,not_drowsy,92,8,8,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_358,train,not_drowsy,88,12,9,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_359,train,not_drowsy,93,7,7,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_360,val,not_drowsy,92,8,7,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_366,train,not_drowsy,55,45,16,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_370,train,not_drowsy,64,36,36,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_374,train,not_drowsy,89,11,11,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_375,train,not_drowsy,91,9,9,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_385,val,not_drowsy,87,13,8,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_388,train,not_drowsy,57,43,18,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_389,val,not_drowsy,17,83,83,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_390,train,not_drowsy,72,28,11,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_405,train,not_drowsy,62,38,16,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_407,train,not_drowsy,85,15,8,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_409,val,not_drowsy,90,10,10,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_415,train,not_drowsy,88,12,5,INSUFFICIENT_VALID_BEHAVIOR,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_437,train,not_drowsy,94,6,6,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_438,val,not_drowsy,86,14,5,INSUFFICIENT_VALID_BEHAVIOR,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_443,train,not_drowsy,86,14,8,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_531,train,not_drowsy,51,49,37,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_532,train,not_drowsy,33,67,48,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_533,train,not_drowsy,84,16,16,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_534,train,not_drowsy,67,33,21,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_537,train,not_drowsy,82,18,7,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_538,train,not_drowsy,91,9,9,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_541,train,not_drowsy,87,13,10,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_554,train,not_drowsy,61,39,15,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_561,train,not_drowsy,78,22,20,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_568,train,not_drowsy,94,6,6,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_6,val,not_drowsy,93,7,7,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_61,val,not_drowsy,72,28,19,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_644,val,not_drowsy,85,15,12,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_671,val,not_drowsy,75,25,25,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_676,train,not_drowsy,92,8,6,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_677,train,not_drowsy,80,20,16,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_678,train,not_drowsy,52,48,16,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_679,train,not_drowsy,85,15,8,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_680,train,not_drowsy,87,13,6,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_705,train,not_drowsy,93,7,7,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_725,train,not_drowsy,94,6,6,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_726,val,not_drowsy,63,37,17,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_727,train,not_drowsy,93,7,4,INSUFFICIENT_VALID_BEHAVIOR,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_732,train,not_drowsy,83,17,17,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_744,train,not_drowsy,77,23,23,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_745,train,not_drowsy,84,16,16,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_76,train,not_drowsy,52,48,31,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_77,train,not_drowsy,94,6,6,BOTH_BEHAVIOR_LIMITS_EXCEEDED,True,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
n_79,val,not_drowsy,70,30,23,BOTH_BEHAVIOR_LIMITS_EXCEEDED,False,29f74d12e4a522352868297c1661224c5d444f2829f1cae6866c8b2d1968e721,f382c7900331c0be2f56b95f8fd95ed77f86dd5d4b06239da078e03d180eee4d
