sample_id,video_id,split,label,timestamp_sec,source_frame_index,source_fps,hog_success,hog_detection_count,hog_ms,yunet_attempted,yunet_success,yunet_detection_count,yunet_confidence,yunet_ms,detector_source,bbox_x1,bbox_y1,bbox_x2,bbox_y2,face_valid,landmark_success,landmark_valid,landmark_ms,ear_left,ear_right,ear_mean,ear_valid,mar,mar_valid,pitch,yaw,roll,head_pose_valid,head_pose_ms,ear_mar_ms,geometry_valid,suspicious_flag,suspicious_reason,failure_reason,total_ms
train_n_883_t7p0,n_883,train,not_drowsy,7.0,210,30.0,True,1,469.5243999885861,False,False,0,,0.0,HOG,241,663,465,886,True,True,True,3.2927000138442963,0.19344551449124714,0.23112508176051214,0.21228529812587965,True,0.08132714124571536,True,170.27748864459585,-33.86439976599028,-1.6655907502793084,True,0.8074000070337206,0.1601999974809587,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,686.9563999935053
val_d_609_t7p0,d_609,val,drowsy,7.0,210,29.97,True,1,371.80620001163334,False,False,0,,0.0,HOG,366,449,552,635,True,True,True,3.4196000196971,0.15434872662825797,0.2102138417049081,0.182281284166583,True,0.029138575870717925,True,-170.26197329333064,-33.20650484520271,-7.513957087044491,True,0.6084000051487237,0.11179997818544507,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,587.054800009355
val_n_640_t7p0,n_640,val,not_drowsy,7.0,210,30.0,True,1,381.84809999074787,False,False,0,,0.0,HOG,319,379,588,648,True,True,True,3.179100021952763,0.2503768521195921,0.373521753585571,0.31194930285258154,True,0.39471074463923406,True,-173.10369497575363,-46.91837657791268,-1.298482955563538,True,0.5651999963447452,0.11229998199269176,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,473.371700005373
train_d_737_t9p0,d_737,train,drowsy,9.0,225,25.0,True,1,373.5778999980539,False,False,0,,0.0,HOG,171,647,439,915,True,True,True,3.1180999940261245,0.33724457828021365,0.25956083251473594,0.2984027053974748,True,0.14684457253052435,True,175.69061917644282,24.97370507508236,1.224388207423831,True,0.6283999828156084,0.10919998749159276,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,592.0633000205271
train_n_883_t9p0,n_883,train,not_drowsy,9.0,270,30.0,True,1,375.376200012397,False,False,0,,0.0,HOG,241,663,465,886,True,True,True,3.1789999920874834,0.2700580194953712,0.3281740563112418,0.29911603790330654,True,0.04905209414516019,True,168.71339543105574,-34.528650812989675,2.166158675305043,True,0.6951999966986477,0.11520000407472253,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,444.3872999981977
val_d_609_t9p0,d_609,val,drowsy,9.0,270,29.97,True,1,361.5492999961134,False,False,0,,0.0,HOG,340,415,564,639,True,True,True,3.202299994882196,0.3786749528431126,0.4419809041638505,0.41032792850348154,True,0.10168026149091394,True,-170.7578127774763,-36.57871038883333,-5.367398827555296,True,0.5517000099644065,0.11439999798312783,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,419.60549997747876
val_n_640_t9p0,n_640,val,not_drowsy,9.0,270,30.0,True,1,366.68559999088757,False,False,0,,0.0,HOG,260,379,528,648,True,True,True,3.3645000075921416,0.31288229968409864,0.3959380219958421,0.35441016083997035,True,0.03298407790137369,True,-175.42228519419987,-42.885588553187944,-3.6202744741421626,True,0.5476000078488141,0.1128000149037689,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,492.96510001295246
train_d_737_t1p0,d_737,train,drowsy,1.0,25,25.0,True,1,358.30299998633564,False,False,0,,0.0,HOG,171,647,439,915,True,True,True,3.1097000173758715,0.2027294300043367,0.16992493749949542,0.18632718375191606,True,0.18700591822158943,True,169.6339321716221,28.703689636115804,-4.307167331168076,True,0.6343999993987381,0.10619999375194311,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,421.0144999960903
train_n_883_t1p0,n_883,train,not_drowsy,1.0,30,30.0,True,1,358.65999999805354,False,False,0,,0.0,HOG,241,663,465,886,True,True,True,3.1503000063821673,0.2856333353554675,0.28607319218537186,0.28585326377041964,True,0.06347920495127506,True,172.22199301922254,-10.010790714199262,-0.8305142467543686,True,0.7727000047452748,0.1109000004362315,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,421.41010001068935
val_d_609_t1p0,d_609,val,drowsy,1.0,30,29.97,True,1,382.3380999965593,False,False,0,,0.0,HOG,366,449,552,635,True,True,True,3.2571000047028065,0.22360679774997896,0.2642623693712568,0.24393458356061787,True,0.0607705952262494,True,-166.58371706000793,-34.393504256488875,-8.091668327282092,True,0.665700004901737,0.11220001033507288,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,444.10249998327345
val_n_640_t1p0,n_640,val,not_drowsy,1.0,30,30.0,True,1,375.94699999317527,False,False,0,,0.0,HOG,260,379,528,648,True,True,True,3.262299986090511,0.28474932977601863,0.341854569497884,0.31330194963695135,True,0.4227029265434006,True,-174.89028180134352,-45.422965263094824,-6.111488665090087,True,0.5870999884791672,0.11699998867698014,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,441.7078999977093
train_d_737_t3p0,d_737,train,drowsy,3.0,75,25.0,True,1,382.34969999757595,False,False,0,,0.0,HOG,171,647,439,915,True,True,True,3.2788000244181603,0.3081493670848114,0.25665074411203975,0.28240005559842557,True,0.037874682209077824,True,170.92039945220205,31.151148362302905,-8.882792848730832,True,0.5025000136811286,0.1120000088121742,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,486.67690000729635
train_n_883_t3p0,n_883,train,not_drowsy,3.0,90,30.0,True,1,369.3937000061851,False,False,0,,0.0,HOG,241,663,465,886,True,True,True,3.2349000102840364,0.32438397573790506,0.35391694173046495,0.33915045873418503,True,0.04006058179782252,True,168.45673275223317,-34.093306746826634,1.0830254858908634,True,0.6353000062517822,0.11369999265298247,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,482.2699000069406
val_d_609_t3p0,d_609,val,drowsy,3.0,90,29.97,True,1,374.50569999055006,False,False,0,,0.0,HOG,366,449,552,635,True,True,True,3.180600004270673,0.32883376589355096,0.388907457178622,0.35887061153608646,True,0.049015144473689605,True,-164.48494044672987,-30.037808115180503,-7.965150979198619,True,0.7809000089764595,0.1109000004362315,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,480.1397999981418
val_n_640_t3p0,n_640,val,not_drowsy,3.0,90,30.0,True,1,362.5350999936927,False,False,0,,0.0,HOG,290,379,558,648,True,True,True,3.1103999936021864,0.2646883131220156,0.3272538626693675,0.29597108789569154,True,0.048622615623246296,True,179.5351693653798,-40.80612655362701,4.380766434649949,True,0.585700006922707,0.10869998368434608,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,465.9300000057556
train_d_737_t5p0,d_737,train,drowsy,5.0,125,25.0,True,1,376.0208000021521,False,False,0,,0.0,HOG,200,647,469,915,True,True,True,3.049299994017929,0.3147908261825695,0.25882397269482704,0.28680739943869826,True,0.0481352359770288,True,172.03795752319135,23.45988568703845,2.166170022945478,True,0.6568999961018562,0.12430001515895128,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,516.9097000034526
train_n_883_t5p0,n_883,train,not_drowsy,5.0,150,30.0,True,1,359.001700009685,False,False,0,,0.0,HOG,241,663,465,886,True,True,True,3.5814000002574176,0.3445526076522532,0.34102967506582255,0.3427911413590379,True,0.07009580400547863,True,169.16946935319743,-32.93519717791678,0.9082562645910907,True,0.8959000115282834,0.1598999951966107,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,514.8295999970287
val_d_609_t5p0,d_609,val,drowsy,5.0,150,29.97,True,1,361.28360001021065,False,False,0,,0.0,HOG,340,415,564,639,True,True,True,3.2424000091850758,0.21843290446712285,0.1909991798288123,0.20471604214796757,True,0.09854529968046273,True,-174.6869872395594,-35.38964604378837,-2.736452472830564,True,0.655200012261048,0.11439999798312783,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,509.09119998686947
val_n_640_t5p0,n_640,val,not_drowsy,5.0,150,30.0,True,1,366.9627000053879,False,False,0,,0.0,HOG,290,379,558,648,True,True,True,3.2983999990392476,0.33752182448168205,0.4069546531839504,0.37223823883281626,True,0.03471220315399718,True,-171.15904847706219,-43.925659249135464,-0.7508807588834459,True,0.6436000112444162,0.11219998123124242,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,533.2054999889806
train_d_620_t9p0,d_620,train,drowsy,9.0,270,29.97,True,1,359.1133000154514,False,False,0,,0.0,HOG,340,415,564,639,True,True,True,3.0657000024802983,0.2865602699628263,0.3449277770016724,0.31574402348224934,True,0.034160605884356564,True,-169.87003635760817,-39.730915356326776,-5.887083853853584,True,0.590300012845546,0.10639999527484179,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,423.4623000083957
train_n_153_t9p0,n_153,train,not_drowsy,9.0,225,25.0,True,1,363.16639999859035,False,False,0,,0.0,HOG,221,655,408,842,True,True,True,3.208300011465326,0.35465423412053854,0.3790850342375677,0.3668696341790531,True,0.0399964449184483,True,163.92359571549622,-25.24080892615357,3.886672916482774,True,0.6628000119235367,0.11119997361674905,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,553.6274000187404
val_d_852_t9p0,d_852,val,drowsy,9.0,270,30.0,False,0,366.83530002483167,True,True,1,0.9097912311553955,42.4252999946475,YUNET_FALLBACK,302,643,562,1032,True,True,True,3.147700015688315,0.35695511745184716,0.45772094218924925,0.40733802982054823,True,0.3855478526656541,True,156.72308928073642,-38.381637145981934,24.769526393920493,True,0.5838999932166189,0.10779997683130205,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,479.37240000464953
val_n_658_t9p0,n_658,val,not_drowsy,9.0,270,30.0,True,1,371.95540001266636,False,False,0,,0.0,HOG,216,415,440,639,True,True,True,3.164399997331202,0.2395514519592993,0.3064810529839492,0.27301625247162425,True,0.25689416317767816,True,-165.83467104397832,-44.64489147650839,-20.583861821011396,True,0.5480000108946115,0.11169997742399573,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,430.58270000619814
train_d_620_t1p0,d_620,train,drowsy,1.0,30,29.97,True,1,360.85599998477846,False,False,0,,0.0,HOG,365,440,589,664,True,True,True,3.723900008480996,0.30162095390436544,0.3631494565093147,0.33238520520684006,True,0.0731063303304383,True,-167.98648550753992,-36.48771116836858,-11.956720730829618,True,0.6490999949164689,0.15429998165927827,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,421.4124999998603
train_n_153_t1p0,n_153,train,not_drowsy,1.0,25,25.0,True,1,380.709899996873,False,False,0,,0.0,HOG,218,666,374,822,True,True,True,3.213299991330132,0.3707748811260176,0.41200439004630823,0.3913896355861629,True,0.03670336958792415,True,164.61032322130097,-25.975450798629776,2.077412867219785,True,0.6318999803625047,0.11029999586753547,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,434.35319999116473
val_d_852_t1p0,d_852,val,drowsy,1.0,30,30.0,True,1,356.4650000189431,False,False,0,,0.0,HOG,312,669,634,991,True,True,True,3.0832999909762293,0.29288784842955784,0.37676579895977164,0.33482682369466477,True,0.05960787776784028,True,158.8257613033544,-28.031947853051108,10.329135016715814,True,0.5169999785721302,0.11170000652782619,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,414.6474000008311
val_n_658_t1p0,n_658,val,not_drowsy,1.0,30,30.0,True,1,357.5526000058744,False,False,0,,0.0,HOG,200,439,469,707,True,True,True,3.133899997919798,0.30961553184468704,0.3504043196399496,0.33000992574231836,True,0.07254188404388497,True,-172.6109568056361,-37.886206073592184,-12.11969060545769,True,0.6277000065892935,0.11100000119768083,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,416.28529998706654
train_d_620_t3p0,d_620,train,drowsy,3.0,90,29.97,True,1,361.9345000188332,False,False,0,,0.0,HOG,340,415,564,639,True,True,True,3.0508999770972878,0.3108631704638069,0.3570097475112948,0.33393645898755087,True,0.06646918656675294,True,-168.82390404265348,-39.257418286008914,-12.278749150519985,True,0.4889999981969595,0.10610002209432423,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,484.8375000001397
train_n_153_t3p0,n_153,train,not_drowsy,3.0,75,25.0,True,1,361.7615000111982,False,False,0,,0.0,HOG,180,634,367,821,True,True,True,3.1488999957218766,0.3987046786308199,0.37491836656568567,0.3868115225982528,True,0.0309108372017933,True,163.24156773968767,6.351808850160039,-7.0158901858390665,True,0.6705999840050936,0.1066999975591898,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,440.6763000006322
val_d_852_t3p0,d_852,val,drowsy,3.0,90,30.0,True,1,359.1692000045441,False,False,0,,0.0,HOG,349,736,618,1004,True,True,True,3.16909997491166,0.21585335085629445,0.28014522972236605,0.24799929028933027,True,0.027374154301398026,True,168.21023939128435,-27.086101472327705,8.045471643095855,True,0.5062000127509236,0.11039999662898481,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,468.4294000035152
val_n_658_t3p0,n_658,val,not_drowsy,3.0,90,30.0,True,1,360.7365000061691,False,False,0,,0.0,HOG,241,440,465,664,True,True,True,3.267699998104945,0.3256193899061983,0.36410421542367916,0.3448618026649387,True,0.09621514669643283,True,-172.4733764281597,-33.050514546986655,-9.329002139734046,True,0.6444000173360109,0.11369999265298247,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,458.48729999852367
train_d_620_t5p0,d_620,train,drowsy,5.0,150,29.97,True,1,354.8738000099547,False,False,0,,0.0,HOG,345,428,532,615,True,True,True,3.1139000202529132,0.3325950526188697,0.4556789913891111,0.39413702200399037,True,0.04991808020444679,True,-170.25928631024073,-36.467970393226224,-7.565296761713175,True,0.5623000033665448,0.11000002268701792,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,504.0778999973554
train_n_153_t5p0,n_153,train,not_drowsy,5.0,125,25.0,True,1,359.5827000099234,False,False,0,,0.0,HOG,221,655,408,842,True,True,True,3.240399993956089,0.3442906962246562,0.3963161721574571,0.37030343419105666,True,0.0514775248750031,True,164.14757210586515,-26.534909760404105,2.3710487771536104,True,0.603299995418638,0.11079999967478216,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,468.7184999929741
val_d_852_t5p0,d_852,val,drowsy,5.0,150,30.0,True,1,359.4206999987364,False,False,0,,0.0,HOG,319,706,588,975,True,True,True,3.130800003418699,0.18318582636182792,0.19638286459597862,0.18978434547890327,True,0.12329109391771799,True,160.1305681135025,-25.936998362238125,7.637717408999773,True,0.5308999971020967,0.11260001338087022,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,510.9585000027437
val_n_658_t5p0,n_658,val,not_drowsy,5.0,150,30.0,True,1,371.22629999066703,False,False,0,,0.0,HOG,216,415,440,639,True,True,True,3.1347000040113926,0.23424927247445101,0.33978430739927235,0.2870167899368617,True,0.42194831976502234,True,-155.8760898291259,-48.973005355068906,-30.117498143565538,True,0.5306000239215791,0.10420000762678683,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,511.94219998433255
train_d_620_t7p0,d_620,train,drowsy,7.0,210,29.97,True,1,353.74550000415184,False,False,0,,0.0,HOG,340,415,564,639,True,True,True,3.1774000090081245,0.29679921682334404,0.3450817774881074,0.3209404971557257,True,0.053494721371611896,True,-170.97674496559478,-38.961087258964376,-6.424894808653467,True,0.5341999931260943,0.10779997683130205,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,546.9671000028029
train_n_153_t7p0,n_153,train,not_drowsy,7.0,175,25.0,True,1,358.19830000400543,False,False,0,,0.0,HOG,221,655,408,842,True,True,True,3.179799998179078,0.3870967741935484,0.4107142857142857,0.39890552995391704,True,0.03156441555005324,True,162.82160493803426,-25.515585384727597,4.143202736034244,True,0.6561999907717109,0.11210000957362354,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,504.3025999912061
val_d_852_t7p0,d_852,val,drowsy,7.0,210,30.0,True,1,363.70860002352856,False,False,0,,0.0,HOG,349,706,618,975,True,True,True,4.106399981537834,0.2676799303603349,0.2795010143057152,0.273590472333025,True,0.03640371600231456,True,159.53185177783368,-24.10701599277352,9.943440026932926,True,0.6089000089559704,0.1412999990861863,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,581.7375999758951
val_n_658_t7p0,n_658,val,not_drowsy,7.0,210,30.0,True,1,358.25089999707416,False,False,0,,0.0,HOG,191,440,415,664,True,True,True,3.342400013934821,0.3181396827069676,0.33409483758597175,0.3261172601464697,True,0.1878897702983502,True,-174.96416786448077,-22.884135890299845,-17.24549138798666,True,0.7992000028025359,0.1196000084746629,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,564.5208000205457
train_d_936_t1p0,d_936,train,drowsy,1.0,30,29.92,True,1,371.38699999195524,False,False,0,,0.0,HOG,200,587,469,856,True,True,True,3.330400009872392,0.32737299989329655,0.3355550979686259,0.33146404893096126,True,0.04510850947771663,True,159.39827926038322,-5.3174293362561205,-14.527220925850017,True,0.5484999855980277,0.11130000348202884,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,443.26480000745505
train_n_474_t1p0,n_474,train,not_drowsy,1.0,25,25.0,True,1,357.6889999967534,False,False,0,,0.0,HOG,200,409,469,677,True,True,True,3.1974000157788396,0.3743396716748408,0.4104279501571749,0.3923838109160078,True,0.0982542721911996,True,-169.74841196478982,-33.65301529012558,-15.293614122743511,True,0.6682999955955893,0.1052000152412802,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,433.59450000571087
val_d_280_t1p0,d_280,val,drowsy,1.0,30,29.95,True,1,358.3340000186581,False,False,0,,0.0,HOG,315,613,539,837,True,True,True,3.3574000117368996,0.4100040272172412,0.4779759848476138,0.4439900060324275,True,0.08278116706466515,True,173.991960778183,-31.87596857969447,2.1176357159587935,True,0.4755000118166208,0.1343000039923936,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,425.63199999858625
val_n_1002_t1p0,n_1002,val,not_drowsy,1.0,30,29.92,True,1,377.10250000236556,False,False,0,,0.0,HOG,230,617,499,886,True,True,True,3.1968000112101436,0.3397839576152592,0.3829828727488111,0.36138341518203515,True,0.05655043890470832,True,164.17477187728142,-22.465341939675508,-10.538120201373424,True,0.594300014199689,0.10760000441223383,True,True,SUSPICIOUS_LARGE_POSE,,432.6553999853786
train_d_936_t3p0,d_936,train,drowsy,3.0,90,29.92,True,1,363.4792000229936,False,False,0,,0.0,HOG,200,617,469,886,True,True,True,3.293200017651543,0.3377779740177616,0.3351548405189573,0.3364664072683594,True,0.06902709119715057,True,163.79418664285743,-0.33450959590076723,-22.494850695002015,True,0.6216000183485448,0.1136000209953636,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,470.18440000829287
train_n_474_t3p0,n_474,train,not_drowsy,3.0,75,25.0,True,1,358.88310000882484,False,False,0,,0.0,HOG,230,409,499,677,True,True,True,3.3477000251878053,0.3329097833051225,0.35874066568722746,0.345825224496175,True,0.06723194682441497,True,-171.80625746585963,-33.402293482182124,-11.088569161981614,True,0.5506000015884638,0.1632000203244388,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,476.1659000068903
val_d_280_t3p0,d_280,val,drowsy,3.0,90,29.95,True,1,362.51889998675324,False,False,0,,0.0,HOG,241,638,465,862,True,True,True,3.315100009785965,0.4054725639408389,0.3963736481724248,0.40092310605663184,True,0.0724801348006637,True,176.26539833938006,36.738274904003845,3.1620620485948376,True,0.5873000191058964,0.11260001338087022,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,474.0682000119705
val_n_1002_t3p0,n_1002,val,not_drowsy,3.0,90,29.92,True,1,357.8006000025198,False,False,0,,0.0,HOG,291,613,514,837,True,True,True,3.219400008674711,0.3090203265672983,0.39485325102635954,0.3519367887968289,True,0.05629157007012675,True,166.6945278949023,-30.227456632111178,-7.5333234378844045,True,0.6130000110715628,0.11130000348202884,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,463.4535999794025
train_d_936_t5p0,d_936,train,drowsy,5.0,150,29.92,True,1,366.53679999290034,False,False,0,,0.0,HOG,230,617,499,886,True,True,True,3.341600007843226,0.35280183158613915,0.3576410510336991,0.3552214413099191,True,0.0650039958873784,True,164.05255060664132,-6.418105047565447,-16.215589131820185,True,0.6142000202089548,0.10979999206028879,True,True,SUSPICIOUS_LARGE_POSE,,535.7277000148315
train_n_474_t5p0,n_474,train,not_drowsy,5.0,125,25.0,True,1,363.88450002414174,False,False,0,,0.0,HOG,241,440,465,664,True,True,True,3.384300012839958,0.33338019442475497,0.38617282062354175,0.35977650752414836,True,0.043613641839657144,True,-173.048106480876,-34.63820641369355,-10.400529001264127,True,0.6070999952498823,0.11170000652782619,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,521.7479999992065
val_d_280_t5p0,d_280,val,drowsy,5.0,150,29.95,True,1,358.8074999861419,False,False,0,,0.0,HOG,291,613,514,837,True,True,True,3.2294000266119838,0.18842550466500885,0.2220699630592816,0.20524773386214523,True,0.11010624841371061,True,168.74547912266223,-20.634224496151415,3.4827622983182605,True,0.7252999930642545,0.11509997420944273,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,519.0485000202898
val_n_1002_t5p0,n_1002,val,not_drowsy,5.0,150,29.92,True,1,359.56280000391416,False,False,0,,0.0,HOG,290,587,558,856,True,True,True,4.414900002302602,0.37838282584026905,0.4661510789354249,0.42226695238784695,True,0.07014778066761672,True,164.91037182913848,-33.9525174075879,-3.678031986646694,True,0.679299992043525,0.1446999958716333,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,511.76859997212887
train_d_936_t7p0,d_936,train,drowsy,7.0,209,29.92,True,1,360.37629999918863,False,False,0,,0.0,HOG,260,617,528,886,True,True,True,3.4814999962691218,0.3516435062166522,0.39903685195250876,0.3753401790845805,True,0.05439270017771981,True,163.61769776952397,-25.473175503949737,-10.344548922086732,True,0.5751000135205686,0.11300001642666757,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,560.6149999948684
train_n_474_t7p0,n_474,train,not_drowsy,7.0,175,25.0,True,1,357.0958000200335,False,False,0,,0.0,HOG,241,440,465,664,True,True,True,3.2485999981872737,0.3256441016106851,0.38617282062354175,0.3559084611171134,True,0.06820925921583844,True,-172.0729464463268,-34.10630206363518,-10.753879990708068,True,0.5609999934677035,0.11830002767965198,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,565.6007000070531
val_d_280_t7p0,d_280,val,drowsy,7.0,210,29.95,True,1,362.7709999855142,False,False,0,,0.0,HOG,324,614,511,801,True,True,True,3.422100009629503,0.26659777731716483,0.2972454154011098,0.2819215963591373,True,0.05136619581702623,True,161.0023654135973,-21.865413610565582,5.607699431652493,True,0.7030999986454844,0.11220001033507288,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,589.340100006666
val_n_1002_t7p0,n_1002,val,not_drowsy,7.0,209,29.92,True,1,360.28890000307,False,False,0,,0.0,HOG,290,587,558,856,True,True,True,3.497199999401346,0.35668224265054493,0.437009143348946,0.3968456929997455,True,0.07417022646512232,True,162.00325202709485,-34.01910493927769,-1.7350154364220516,True,0.5597999843303114,0.11169997742399573,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,549.2983000003733
train_d_936_t9p0,d_936,train,drowsy,9.0,269,29.92,True,1,367.8113999776542,False,False,0,,0.0,HOG,290,587,558,856,True,True,True,3.5435000027064234,0.31526054020711447,0.4335207730130568,0.37439065661008564,True,0.08189270745694623,True,161.45488097046538,-36.45469630744968,-2.0039888882524077,True,0.5139999848324805,0.11569997877813876,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,417.9617000045255
train_n_474_t9p0,n_474,train,not_drowsy,9.0,225,25.0,True,1,355.28870002599433,False,False,0,,0.0,HOG,230,409,499,677,True,True,True,3.2764000061433762,0.3333333333333333,0.3742362169932965,0.3537847751633149,True,0.05046115049575415,True,-173.0420972224008,-34.25044514387759,-6.925836408594181,True,0.5865000130143017,0.11039999662898481,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,618.5168999945745
val_d_280_t9p0,d_280,val,drowsy,9.0,270,29.95,True,1,356.73689999384806,False,False,0,,0.0,HOG,315,588,539,812,True,True,True,3.211899980669841,0.2811127713994909,0.3392857142857143,0.3101992428426026,True,0.04386277371709191,True,162.64492609399966,-22.846145002049237,7.059316753226244,True,0.6874999962747097,0.11389999417588115,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,411.0859999782406
val_n_1002_t9p0,n_1002,val,not_drowsy,9.0,269,29.92,True,1,371.43319999449886,False,False,0,,0.0,HOG,260,587,528,856,True,True,True,3.18100000731647,0.31418778310604717,0.3843407893050794,0.34926428620556327,True,0.07837600856269003,True,161.02429775663288,-31.644609218649475,-5.982144965053839,True,0.5806999979540706,0.11069999891333282,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,421.6848000069149
train_d_488_t3p0,d_488,train,drowsy,3.0,75,25.0,True,1,367.1346000046469,False,False,0,,0.0,HOG,291,365,514,589,True,True,True,3.2367999956477433,0.27380952380952384,0.33759076490928686,0.30570014435940535,True,0.15141653301961414,True,-170.54338213919485,-30.657991747298396,-10.129852055720633,True,0.5451000179164112,0.1097000204026699,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,511.5527000161819
train_n_278_t3p0,n_278,train,not_drowsy,3.0,90,29.95,True,1,357.75970001122914,False,False,0,,0.0,HOG,216,613,440,837,True,True,True,3.1506000086665154,0.2891073238637295,0.25886349545339626,0.2739854096585629,True,0.026299605099783335,True,166.73937486466912,31.615841548319235,-9.438981786204275,True,0.582900014705956,0.10720000136643648,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,479.0599999832921
val_d_682_t3p0,d_682,val,drowsy,3.0,90,29.97,True,1,355.3072000213433,False,False,0,,0.0,HOG,324,511,511,697,True,True,True,3.407000011065975,0.15714285714285714,0.14055638569974546,0.14884962142130131,True,0.04365295276770846,True,-171.6688468756909,-20.47309416651089,0.0496408830717582,True,0.6264999974519014,0.11230001109652221,True,True,LANDMARK_OUTSIDE_BBOX;SUSPICIOUS_LARGE_POSE,,463.6960999923758
