video_id,video_path,extension,label,label_source,subject_id,subject_id_reason,fps,frame_count,decoded_frame_count,duration_seconds,width,height,is_readable,read_error,split
d_441,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_441.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_442,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_442.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_443,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_443.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_445,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_445.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_446,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_446.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_447,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_447.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_448,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_448.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_449,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_449.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_45,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_45.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_451,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_451.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_452,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_452.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_456,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_456.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_457,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_457.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_458,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_458.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_459,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_459.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_46,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_46.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
d_460,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_460.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_461,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_461.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_463,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_463.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_465,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_465.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_466,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_466.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_467,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_467.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_468,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_468.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_469,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_469.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_470,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_470.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_471,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_471.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_472,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_472.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_473,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_473.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_474,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_474.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_475,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_475.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_477,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_477.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_480,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_480.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_481,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_481.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_483,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_483.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_484,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_484.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_486,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_486.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_488,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_488.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_49,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_49.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
d_490,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_490.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_492,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_492.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_493,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_493.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_495,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_495.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_496,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_496.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_499,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_499.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_5,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_5.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_50,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_50.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
d_500,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_500.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_501,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_501.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_502,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_502.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_503,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_503.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_505,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_505.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_506,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_506.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_508,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_508.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_509,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_509.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_510,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_510.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_513,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_513.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_516,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_516.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_518,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_518.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_52,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_52.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
d_520,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_520.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_521,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_521.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_523,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_523.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_524,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_524.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_526,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_526.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_527,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_527.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_53,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_53.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
d_530,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_530.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_531,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_531.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_532,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_532.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_534,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_534.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_535,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_535.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_536,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_536.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_538,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_538.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_54,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_54.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
d_541,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_541.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_542,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_542.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_543,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_543.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_545,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_545.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_547,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_547.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_549,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_549.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_553,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_553.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_554,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_554.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_555,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_555.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_556,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_556.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_557,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_557.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_559,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_559.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_56,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_56.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
d_560,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_560.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_561,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_561.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_563,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_563.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_564,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_564.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_565,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_565.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_566,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_566.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_567,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_567.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_568,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_568.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_569,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_569.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_57,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_57.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
d_570,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_570.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_571,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_571.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_572,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_572.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_578,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_578.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_58,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_58.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
d_580,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_580.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_581,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_581.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_583,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_583.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_584,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_584.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_586,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_586.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_587,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_587.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_588,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_588.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_589,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_589.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_59,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_59.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
d_590,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_590.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_591,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_591.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_598,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_598.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_599,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_599.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_6,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_6.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,30.0,300,300,10.0,720,1280,True,,train
d_601,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_601.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_602,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_602.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,25.0,250,250,10.0,720,1280,True,,train
d_604,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_604.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
d_605,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_605.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
d_607,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_607.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
d_608,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_608.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
d_61,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_61.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
d_611,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_611.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
d_612,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_612.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
d_614,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_614.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
d_615,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_615.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
d_616,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_616.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
d_617,data/raw/SUST Driver Drowsiness Dataset/drowsiness/d_617.mp4,.mp4,drowsy,directory:drowsiness,,No subject identifier or documented video-to-driver mapping in path or filename.,29.97,300,300,10.01001,720,1280,True,,train
