sample_id,video_id,split,frame_width,frame_height,candidate,old_roi_clipped,old_clipped_fraction,corrected_roi_clipped,corrected_clipped_fraction,roi_x1,roi_y1,roi_x2,roi_y2,stored_roi_matches_corrected,flag_changed
train_d_737_t3p0,d_737,train,720,1280,raw,False,0.0,False,0.0,213,623,437,925,True,False
train_d_737_t3p0,d_737,train,720,1280,m05,True,0.0,False,0.0,201,607,449,941,True,True
train_d_737_t3p0,d_737,train,720,1280,m10,True,0.0,False,0.0,190,592,460,956,True,True
train_d_737_t3p0,d_737,train,720,1280,m15,True,0.0,False,0.0,179,577,471,971,True,True
train_n_883_t3p0,n_883,train,720,1280,raw,False,0.0,False,0.0,228,629,416,900,True,False
train_n_883_t3p0,n_883,train,720,1280,m05,True,0.0,False,0.0,218,615,426,914,True,True
train_n_883_t3p0,n_883,train,720,1280,m10,True,0.0,False,0.0,209,601,435,928,True,True
train_n_883_t3p0,n_883,train,720,1280,m15,True,0.0,False,0.0,199,588,445,941,True,True
val_d_609_t3p0,d_609,val,720,1280,raw,False,0.0,False,0.0,349,410,524,667,True,False
val_d_609_t3p0,d_609,val,720,1280,m05,True,0.0,False,0.0,340,397,533,680,True,True
val_d_609_t3p0,d_609,val,720,1280,m10,True,0.0,False,0.0,331,384,542,693,True,True
val_d_609_t3p0,d_609,val,720,1280,m15,True,0.0,False,0.0,322,371,551,706,True,True
val_n_640_t3p0,n_640,val,720,1280,raw,False,0.0,False,0.0,273,362,483,654,True,False
val_n_640_t3p0,n_640,val,720,1280,m05,True,0.0,False,0.0,262,347,494,669,True,True
val_n_640_t3p0,n_640,val,720,1280,m10,True,0.0,False,0.0,252,332,504,684,True,True
val_n_640_t3p0,n_640,val,720,1280,m15,True,0.0,False,0.0,241,318,515,698,True,True
train_d_737_t5p0,d_737,train,720,1280,raw,False,0.0,False,0.0,245,609,469,928,True,False
train_d_737_t5p0,d_737,train,720,1280,m05,True,0.0,False,0.0,233,593,481,944,True,True
train_d_737_t5p0,d_737,train,720,1280,m10,True,0.0,False,0.0,222,577,492,960,True,True
train_d_737_t5p0,d_737,train,720,1280,m15,True,0.0,False,0.0,211,561,503,976,True,True
train_n_883_t5p0,n_883,train,720,1280,raw,False,0.0,False,0.0,228,628,415,899,True,False
train_n_883_t5p0,n_883,train,720,1280,m05,True,0.0,False,0.0,218,614,425,913,True,True
train_n_883_t5p0,n_883,train,720,1280,m10,True,0.0,False,0.0,209,600,434,927,True,True
train_n_883_t5p0,n_883,train,720,1280,m15,True,0.0,False,0.0,199,587,444,940,True,True
val_d_609_t5p0,d_609,val,720,1280,raw,False,0.0,False,0.0,352,414,518,654,True,False
val_d_609_t5p0,d_609,val,720,1280,m05,True,0.0,False,0.0,343,402,527,666,True,True
val_d_609_t5p0,d_609,val,720,1280,m10,True,0.0,False,0.0,335,390,535,678,True,True
val_d_609_t5p0,d_609,val,720,1280,m15,True,0.0,False,0.0,327,378,543,690,True,True
val_n_640_t5p0,n_640,val,720,1280,raw,False,0.0,False,0.0,284,374,488,672,True,False
val_n_640_t5p0,n_640,val,720,1280,m05,True,0.0,False,0.0,273,359,499,687,True,True
val_n_640_t5p0,n_640,val,720,1280,m10,True,0.0,False,0.0,263,344,509,702,True,True
val_n_640_t5p0,n_640,val,720,1280,m15,True,0.0,False,0.0,253,329,519,717,True,True
train_d_620_t9p0,d_620,train,720,1280,raw,False,0.0,False,0.0,346,418,516,664,True,False
train_d_620_t9p0,d_620,train,720,1280,m05,True,0.0,False,0.0,337,405,525,677,True,True
train_d_620_t9p0,d_620,train,720,1280,m10,True,0.0,False,0.0,329,393,533,689,True,True
train_d_620_t9p0,d_620,train,720,1280,m15,True,0.0,False,0.0,320,381,542,701,True,True
train_n_153_t9p0,n_153,train,720,1280,raw,False,0.0,False,0.0,224,617,384,847,True,False
train_n_153_t9p0,n_153,train,720,1280,m05,True,0.0,False,0.0,216,605,392,859,True,True
train_n_153_t9p0,n_153,train,720,1280,m10,False,0.0,False,0.0,208,594,400,870,True,False
train_n_153_t9p0,n_153,train,720,1280,m15,True,0.0,False,0.0,200,582,408,882,True,True
val_d_852_t9p0,d_852,val,720,1280,raw,False,0.0,False,0.0,302,643,562,1032,True,False
val_d_852_t9p0,d_852,val,720,1280,m05,True,0.0,False,0.0,289,623,575,1052,True,True
val_d_852_t9p0,d_852,val,720,1280,m10,True,0.0,False,0.0,276,604,588,1071,True,True
val_d_852_t9p0,d_852,val,720,1280,m15,True,0.0,False,0.0,263,584,601,1091,True,True
val_n_658_t9p0,n_658,val,720,1280,raw,False,0.0,False,0.0,201,394,407,684,True,False
val_n_658_t9p0,n_658,val,720,1280,m05,True,0.0,False,0.0,190,379,418,699,True,True
val_n_658_t9p0,n_658,val,720,1280,m10,True,0.0,False,0.0,180,365,428,713,True,True
val_n_658_t9p0,n_658,val,720,1280,m15,True,0.0,False,0.0,170,350,438,728,True,True
train_d_620_t1p0,d_620,train,720,1280,raw,False,0.0,False,0.0,357,415,523,672,True,False
train_d_620_t1p0,d_620,train,720,1280,m05,True,0.0,False,0.0,348,402,532,685,True,True
train_d_620_t1p0,d_620,train,720,1280,m10,True,0.0,False,0.0,340,389,540,698,True,True
train_d_620_t1p0,d_620,train,720,1280,m15,True,0.0,False,0.0,332,376,548,711,True,True
train_n_153_t1p0,n_153,train,720,1280,raw,False,0.0,False,0.0,223,613,380,836,True,False
train_n_153_t1p0,n_153,train,720,1280,m05,True,0.0,False,0.0,215,601,388,848,True,True
train_n_153_t1p0,n_153,train,720,1280,m10,True,0.0,False,0.0,207,590,396,859,True,True
train_n_153_t1p0,n_153,train,720,1280,m15,True,0.0,False,0.0,199,579,404,870,True,True
val_d_852_t1p0,d_852,val,720,1280,raw,False,0.0,False,0.0,307,656,565,1021,True,False
val_d_852_t1p0,d_852,val,720,1280,m05,True,0.0,False,0.0,294,637,578,1040,True,True
val_d_852_t1p0,d_852,val,720,1280,m10,True,0.0,False,0.0,281,619,591,1058,True,True
val_d_852_t1p0,d_852,val,720,1280,m15,True,0.0,False,0.0,268,601,604,1076,True,True
val_n_658_t1p0,n_658,val,720,1280,raw,False,0.0,False,0.0,197,395,417,691,True,False
val_n_658_t1p0,n_658,val,720,1280,m05,True,0.0,False,0.0,186,380,428,706,True,True
val_n_658_t1p0,n_658,val,720,1280,m10,True,0.0,False,0.0,175,365,439,721,True,True
val_n_658_t1p0,n_658,val,720,1280,m15,True,0.0,False,0.0,164,350,450,736,True,True
train_d_620_t3p0,d_620,train,720,1280,raw,False,0.0,False,0.0,340,416,517,665,True,False
train_d_620_t3p0,d_620,train,720,1280,m05,True,0.0,False,0.0,331,403,526,678,True,True
train_d_620_t3p0,d_620,train,720,1280,m10,True,0.0,False,0.0,322,391,535,690,True,True
train_d_620_t3p0,d_620,train,720,1280,m15,True,0.0,False,0.0,313,378,544,703,True,True
train_n_153_t3p0,n_153,train,720,1280,raw,False,0.0,False,0.0,210,612,369,839,True,False
train_n_153_t3p0,n_153,train,720,1280,m05,True,0.0,False,0.0,202,600,377,851,True,True
train_n_153_t3p0,n_153,train,720,1280,m10,True,0.0,False,0.0,194,589,385,862,True,True
train_n_153_t3p0,n_153,train,720,1280,m15,True,0.0,False,0.0,186,577,393,874,True,True
val_d_852_t3p0,d_852,val,720,1280,raw,False,0.0,False,0.0,323,659,577,1036,True,False
val_d_852_t3p0,d_852,val,720,1280,m05,True,0.0,False,0.0,310,640,590,1055,True,True
val_d_852_t3p0,d_852,val,720,1280,m10,True,0.0,False,0.0,297,621,603,1074,True,True
val_d_852_t3p0,d_852,val,720,1280,m15,True,0.0,False,0.0,284,602,616,1093,True,True
val_n_658_t3p0,n_658,val,720,1280,raw,False,0.0,False,0.0,206,385,437,689,True,False
val_n_658_t3p0,n_658,val,720,1280,m05,True,0.0,False,0.0,194,369,449,705,True,True
val_n_658_t3p0,n_658,val,720,1280,m10,True,0.0,False,0.0,182,354,461,720,True,True
val_n_658_t3p0,n_658,val,720,1280,m15,True,0.0,False,0.0,171,339,472,735,True,True
train_d_620_t5p0,d_620,train,720,1280,raw,False,0.0,False,0.0,335,410,513,662,True,False
train_d_620_t5p0,d_620,train,720,1280,m05,True,0.0,False,0.0,326,397,522,675,True,True
train_d_620_t5p0,d_620,train,720,1280,m10,True,0.0,False,0.0,317,384,531,688,True,True
train_d_620_t5p0,d_620,train,720,1280,m15,True,0.0,False,0.0,308,372,540,700,True,True
train_n_153_t5p0,n_153,train,720,1280,raw,False,0.0,False,0.0,222,612,382,844,True,False
train_n_153_t5p0,n_153,train,720,1280,m05,True,0.0,False,0.0,214,600,390,856,True,True
train_n_153_t5p0,n_153,train,720,1280,m10,True,0.0,False,0.0,206,588,398,868,True,True
train_n_153_t5p0,n_153,train,720,1280,m15,True,0.0,False,0.0,198,577,406,879,True,True
val_d_852_t5p0,d_852,val,720,1280,raw,False,0.0,False,0.0,305,654,559,1020,True,False
val_d_852_t5p0,d_852,val,720,1280,m05,True,0.0,False,0.0,292,635,572,1039,True,True
val_d_852_t5p0,d_852,val,720,1280,m10,True,0.0,False,0.0,279,617,585,1057,True,True
val_d_852_t5p0,d_852,val,720,1280,m15,True,0.0,False,0.0,266,599,598,1075,True,True
val_n_658_t5p0,n_658,val,720,1280,raw,False,0.0,False,0.0,195,394,399,680,True,False
val_n_658_t5p0,n_658,val,720,1280,m05,True,0.0,False,0.0,184,379,410,695,True,True
val_n_658_t5p0,n_658,val,720,1280,m10,True,0.0,False,0.0,174,365,420,709,True,True
val_n_658_t5p0,n_658,val,720,1280,m15,True,0.0,False,0.0,164,351,430,723,True,True
train_d_620_t7p0,d_620,train,720,1280,raw,False,0.0,False,0.0,344,412,517,665,True,False
train_d_620_t7p0,d_620,train,720,1280,m05,True,0.0,False,0.0,335,399,526,678,True,True
train_d_620_t7p0,d_620,train,720,1280,m10,True,0.0,False,0.0,326,386,535,691,True,True
train_d_620_t7p0,d_620,train,720,1280,m15,True,0.0,False,0.0,318,374,543,703,True,True
train_n_153_t7p0,n_153,train,720,1280,raw,False,0.0,False,0.0,223,619,383,840,True,False
train_n_153_t7p0,n_153,train,720,1280,m05,True,0.0,False,0.0,215,607,391,852,True,True
train_n_153_t7p0,n_153,train,720,1280,m10,True,0.0,False,0.0,207,596,399,863,True,True
train_n_153_t7p0,n_153,train,720,1280,m15,True,0.0,False,0.0,199,585,407,874,True,True
val_d_852_t7p0,d_852,val,720,1280,raw,False,0.0,False,0.0,310,649,565,1011,True,False
val_d_852_t7p0,d_852,val,720,1280,m05,True,0.0,False,0.0,297,630,578,1030,True,True
val_d_852_t7p0,d_852,val,720,1280,m10,True,0.0,False,0.0,284,612,591,1048,True,True
val_d_852_t7p0,d_852,val,720,1280,m15,True,0.0,False,0.0,271,594,604,1066,True,True
val_n_658_t7p0,n_658,val,720,1280,raw,False,0.0,False,0.0,154,389,390,694,True,False
val_n_658_t7p0,n_658,val,720,1280,m05,True,0.0,False,0.0,142,373,402,710,True,True
val_n_658_t7p0,n_658,val,720,1280,m10,True,0.0,False,0.0,130,358,414,725,True,True
val_n_658_t7p0,n_658,val,720,1280,m15,True,0.0,False,0.0,118,343,426,740,True,True
train_d_936_t1p0,d_936,train,720,1280,raw,False,0.0,False,0.0,226,580,465,878,True,False
train_d_936_t1p0,d_936,train,720,1280,m05,True,0.0,False,0.0,214,565,477,893,True,True
train_d_936_t1p0,d_936,train,720,1280,m10,True,0.0,False,0.0,202,550,489,908,True,True
train_d_936_t1p0,d_936,train,720,1280,m15,True,0.0,False,0.0,190,535,501,923,True,True
train_n_474_t1p0,n_474,train,720,1280,raw,False,0.0,False,0.0,209,381,434,730,True,False
train_n_474_t1p0,n_474,train,720,1280,m05,True,0.0,False,0.0,197,363,446,748,True,True
train_n_474_t1p0,n_474,train,720,1280,m10,True,0.0,False,0.0,186,346,457,765,True,True
train_n_474_t1p0,n_474,train,720,1280,m15,True,0.0,False,0.0,175,328,468,783,True,True
val_d_280_t1p0,d_280,val,720,1280,raw,False,0.0,False,0.0,303,598,482,853,True,False
val_d_280_t1p0,d_280,val,720,1280,m05,True,0.0,False,0.0,294,585,491,866,True,True
val_d_280_t1p0,d_280,val,720,1280,m10,True,0.0,False,0.0,285,572,500,879,True,True
val_d_280_t1p0,d_280,val,720,1280,m15,True,0.0,False,0.0,276,559,509,892,True,True
val_n_1002_t1p0,n_1002,val,720,1280,raw,False,0.0,False,0.0,238,576,471,878,True,False
val_n_1002_t1p0,n_1002,val,720,1280,m05,True,0.0,False,0.0,226,560,483,894,True,True
val_n_1002_t1p0,n_1002,val,720,1280,m10,True,0.0,False,0.0,214,545,495,909,True,True
val_n_1002_t1p0,n_1002,val,720,1280,m15,True,0.0,False,0.0,203,530,506,924,True,True
train_d_936_t3p0,d_936,train,720,1280,raw,False,0.0,False,0.0,200,580,449,896,True,False
train_d_936_t3p0,d_936,train,720,1280,m05,True,0.0,False,0.0,187,564,462,912,True,True
train_d_936_t3p0,d_936,train,720,1280,m10,True,0.0,False,0.0,175,548,474,928,True,True
train_d_936_t3p0,d_936,train,720,1280,m15,True,0.0,False,0.0,162,532,487,944,True,True
train_n_474_t3p0,n_474,train,720,1280,raw,False,0.0,False,0.0,230,378,447,702,True,False
train_n_474_t3p0,n_474,train,720,1280,m05,True,0.0,False,0.0,219,361,458,719,True,True
train_n_474_t3p0,n_474,train,720,1280,m10,True,0.0,False,0.0,208,345,469,735,True,True
train_n_474_t3p0,n_474,train,720,1280,m15,True,0.0,False,0.0,197,329,480,751,True,True
val_d_280_t3p0,d_280,val,720,1280,raw,False,0.0,False,0.0,278,629,466,888,True,False
val_d_280_t3p0,d_280,val,720,1280,m05,True,0.0,False,0.0,268,616,476,901,True,True
val_d_280_t3p0,d_280,val,720,1280,m10,True,0.0,False,0.0,259,603,485,914,True,True
val_d_280_t3p0,d_280,val,720,1280,m15,True,0.0,False,0.0,249,590,495,927,True,True
val_n_1002_t3p0,n_1002,val,720,1280,raw,False,0.0,False,0.0,259,574,474,870,True,False
val_n_1002_t3p0,n_1002,val,720,1280,m05,True,0.0,False,0.0,248,559,485,885,True,True
val_n_1002_t3p0,n_1002,val,720,1280,m10,True,0.0,False,0.0,237,544,496,900,True,True
val_n_1002_t3p0,n_1002,val,720,1280,m15,True,0.0,False,0.0,226,529,507,915,True,True
train_d_936_t5p0,d_936,train,720,1280,raw,False,0.0,False,0.0,238,577,477,879,True,False
train_d_936_t5p0,d_936,train,720,1280,m05,True,0.0,False,0.0,226,561,489,895,True,True
train_d_936_t5p0,d_936,train,720,1280,m10,True,0.0,False,0.0,214,546,501,910,True,True
train_d_936_t5p0,d_936,train,720,1280,m15,True,0.0,False,0.0,202,531,513,925,True,True
train_n_474_t5p0,n_474,train,720,1280,raw,False,0.0,False,0.0,229,377,445,706,True,False
train_n_474_t5p0,n_474,train,720,1280,m05,True,0.0,False,0.0,218,360,456,723,True,True
train_n_474_t5p0,n_474,train,720,1280,m10,True,0.0,False,0.0,207,344,467,739,True,True
train_n_474_t5p0,n_474,train,720,1280,m15,True,0.0,False,0.0,196,327,478,756,True,True
val_d_280_t5p0,d_280,val,720,1280,raw,False,0.0,False,0.0,305,600,483,851,True,False
val_d_280_t5p0,d_280,val,720,1280,m05,True,0.0,False,0.0,296,587,492,864,True,True
val_d_280_t5p0,d_280,val,720,1280,m10,True,0.0,False,0.0,287,574,501,877,True,True
val_d_280_t5p0,d_280,val,720,1280,m15,True,0.0,False,0.0,278,562,510,889,True,True
val_n_1002_t5p0,n_1002,val,720,1280,raw,False,0.0,False,0.0,285,564,505,875,True,False
val_n_1002_t5p0,n_1002,val,720,1280,m05,True,0.0,False,0.0,274,548,516,891,True,True
val_n_1002_t5p0,n_1002,val,720,1280,m10,True,0.0,False,0.0,263,532,527,907,True,True
val_n_1002_t5p0,n_1002,val,720,1280,m15,True,0.0,False,0.0,252,517,538,922,True,True
train_d_936_t7p0,d_936,train,720,1280,raw,False,0.0,False,0.0,256,578,489,873,True,False
train_d_936_t7p0,d_936,train,720,1280,m05,True,0.0,False,0.0,244,563,501,888,True,True
train_d_936_t7p0,d_936,train,720,1280,m10,True,0.0,False,0.0,232,548,513,903,True,True
train_d_936_t7p0,d_936,train,720,1280,m15,True,0.0,False,0.0,221,533,524,918,True,True
train_n_474_t7p0,n_474,train,720,1280,raw,False,0.0,False,0.0,225,373,443,706,True,False
train_n_474_t7p0,n_474,train,720,1280,m05,True,0.0,False,0.0,214,356,454,723,True,True
train_n_474_t7p0,n_474,train,720,1280,m10,True,0.0,False,0.0,203,339,465,740,True,True
train_n_474_t7p0,n_474,train,720,1280,m15,True,0.0,False,0.0,192,323,476,756,True,True
val_d_280_t7p0,d_280,val,720,1280,raw,False,0.0,False,0.0,313,591,485,826,True,False
val_d_280_t7p0,d_280,val,720,1280,m05,True,0.0,False,0.0,304,579,494,838,True,True
val_d_280_t7p0,d_280,val,720,1280,m10,True,0.0,False,0.0,295,567,503,850,True,True
val_d_280_t7p0,d_280,val,720,1280,m15,True,0.0,False,0.0,287,555,511,862,True,True
val_n_1002_t7p0,n_1002,val,720,1280,raw,False,0.0,False,0.0,284,567,495,871,True,False
val_n_1002_t7p0,n_1002,val,720,1280,m05,True,0.0,False,0.0,273,551,506,887,True,True
val_n_1002_t7p0,n_1002,val,720,1280,m10,True,0.0,False,0.0,262,536,517,902,True,True
val_n_1002_t7p0,n_1002,val,720,1280,m15,True,0.0,False,0.0,252,521,527,917,True,True
train_d_936_t9p0,d_936,train,720,1280,raw,False,0.0,False,0.0,287,557,503,870,True,False
train_d_936_t9p0,d_936,train,720,1280,m05,True,0.0,False,0.0,276,541,514,886,True,True
train_d_936_t9p0,d_936,train,720,1280,m10,True,0.0,False,0.0,265,525,525,902,True,True
train_d_936_t9p0,d_936,train,720,1280,m15,True,0.0,False,0.0,254,510,536,917,True,True
train_n_474_t9p0,n_474,train,720,1280,raw,False,0.0,False,0.0,245,386,454,708,True,False
train_n_474_t9p0,n_474,train,720,1280,m05,True,0.0,False,0.0,234,369,465,725,True,True
train_n_474_t9p0,n_474,train,720,1280,m10,True,0.0,False,0.0,224,353,475,741,True,True
train_n_474_t9p0,n_474,train,720,1280,m15,True,0.0,False,0.0,213,337,486,757,True,True
val_d_280_t9p0,d_280,val,720,1280,raw,False,0.0,False,0.0,329,591,509,834,True,False
val_d_280_t9p0,d_280,val,720,1280,m05,True,0.0,False,0.0,320,578,518,847,True,True
val_d_280_t9p0,d_280,val,720,1280,m10,True,0.0,False,0.0,311,566,527,859,True,True
val_d_280_t9p0,d_280,val,720,1280,m15,True,0.0,False,0.0,302,554,536,871,True,True
val_n_1002_t9p0,n_1002,val,720,1280,raw,False,0.0,False,0.0,260,569,479,872,True,False
val_n_1002_t9p0,n_1002,val,720,1280,m05,True,0.0,False,0.0,249,553,490,888,True,True
val_n_1002_t9p0,n_1002,val,720,1280,m10,True,0.0,False,0.0,238,538,501,903,True,True
val_n_1002_t9p0,n_1002,val,720,1280,m15,True,0.0,False,0.0,227,523,512,918,True,True
train_d_488_t3p0,d_488,train,720,1280,raw,False,0.0,False,0.0,267,318,477,633,True,False
train_d_488_t3p0,d_488,train,720,1280,m05,True,0.0,False,0.0,256,302,488,649,True,True
train_d_488_t3p0,d_488,train,720,1280,m10,True,0.0,False,0.0,246,286,498,665,True,True
train_d_488_t3p0,d_488,train,720,1280,m15,True,0.0,False,0.0,235,270,509,681,True,True
train_n_278_t3p0,n_278,train,720,1280,raw,False,0.0,False,0.0,263,596,444,857,True,False
train_n_278_t3p0,n_278,train,720,1280,m05,True,0.0,False,0.0,253,582,454,871,True,True
train_n_278_t3p0,n_278,train,720,1280,m10,True,0.0,False,0.0,244,569,463,884,True,True
train_n_278_t3p0,n_278,train,720,1280,m15,True,0.0,False,0.0,235,556,472,897,True,True
val_d_682_t3p0,d_682,val,720,1280,raw,False,0.0,False,0.0,312,464,498,751,True,False
val_d_682_t3p0,d_682,val,720,1280,m05,True,0.0,False,0.0,302,449,508,766,True,True
val_d_682_t3p0,d_682,val,720,1280,m10,True,0.0,False,0.0,293,435,517,780,True,True
val_d_682_t3p0,d_682,val,720,1280,m15,True,0.0,False,0.0,284,420,526,795,True,True
val_n_378_t3p0,n_378,val,720,1280,raw,False,0.0,False,0.0,210,271,475,668,True,False
val_n_378_t3p0,n_378,val,720,1280,m05,True,0.0,False,0.0,196,251,489,688,True,True
val_n_378_t3p0,n_378,val,720,1280,m10,True,0.0,False,0.0,183,231,502,708,True,True
val_n_378_t3p0,n_378,val,720,1280,m15,True,0.0,False,0.0,170,211,515,728,True,True
train_d_488_t5p0,d_488,train,720,1280,raw,False,0.0,False,0.0,259,318,469,635,True,False
train_d_488_t5p0,d_488,train,720,1280,m05,True,0.0,False,0.0,248,302,480,651,True,True
train_d_488_t5p0,d_488,train,720,1280,m10,True,0.0,False,0.0,238,286,490,667,True,True
train_d_488_t5p0,d_488,train,720,1280,m15,True,0.0,False,0.0,227,270,501,683,True,True
train_n_278_t5p0,n_278,train,720,1280,raw,False,0.0,False,0.0,255,607,444,846,True,False
train_n_278_t5p0,n_278,train,720,1280,m05,True,0.0,False,0.0,245,595,454,858,True,True
train_n_278_t5p0,n_278,train,720,1280,m10,True,0.0,False,0.0,236,583,463,870,True,True
train_n_278_t5p0,n_278,train,720,1280,m15,True,0.0,False,0.0,226,571,473,882,True,True
val_d_682_t5p0,d_682,val,720,1280,raw,False,0.0,False,0.0,307,451,487,735,True,False
val_d_682_t5p0,d_682,val,720,1280,m05,True,0.0,False,0.0,298,436,496,750,True,True
val_d_682_t5p0,d_682,val,720,1280,m10,True,0.0,False,0.0,289,422,505,764,True,True
val_d_682_t5p0,d_682,val,720,1280,m15,True,0.0,False,0.0,280,408,514,778,True,True
val_n_378_t5p0,n_378,val,720,1280,raw,False,0.0,False,0.0,208,274,480,683,True,False
val_n_378_t5p0,n_378,val,720,1280,m05,True,0.0,False,0.0,194,253,494,704,True,True
val_n_378_t5p0,n_378,val,720,1280,m10,True,0.0,False,0.0,180,233,508,724,True,True
val_n_378_t5p0,n_378,val,720,1280,m15,True,0.0,False,0.0,167,212,521,745,True,True
train_d_488_t7p0,d_488,train,720,1280,raw,False,0.0,False,0.0,256,322,467,648,True,False
train_d_488_t7p0,d_488,train,720,1280,m05,True,0.0,False,0.0,245,305,478,665,True,True
train_d_488_t7p0,d_488,train,720,1280,m10,True,0.0,False,0.0,234,289,489,681,True,True
train_d_488_t7p0,d_488,train,720,1280,m15,True,0.0,False,0.0,224,273,499,697,True,True
train_n_278_t7p0,n_278,train,720,1280,raw,False,0.0,False,0.0,258,610,447,862,True,False
train_n_278_t7p0,n_278,train,720,1280,m05,True,0.0,False,0.0,248,597,457,875,True,True
train_n_278_t7p0,n_278,train,720,1280,m10,True,0.0,False,0.0,239,584,466,888,True,True
train_n_278_t7p0,n_278,train,720,1280,m15,True,0.0,False,0.0,229,572,476,900,True,True
val_d_682_t7p0,d_682,val,720,1280,raw,False,0.0,False,0.0,303,453,488,737,True,False
val_d_682_t7p0,d_682,val,720,1280,m05,True,0.0,False,0.0,293,438,498,752,True,True
val_d_682_t7p0,d_682,val,720,1280,m10,True,0.0,False,0.0,284,424,507,766,True,True
val_d_682_t7p0,d_682,val,720,1280,m15,True,0.0,False,0.0,275,410,516,780,True,True
val_n_378_t7p0,n_378,val,720,1280,raw,False,0.0,False,0.0,228,284,502,675,True,False
val_n_378_t7p0,n_378,val,720,1280,m05,True,0.0,False,0.0,214,264,516,695,True,True
val_n_378_t7p0,n_378,val,720,1280,m10,True,0.0,False,0.0,200,244,530,715,True,True
val_n_378_t7p0,n_378,val,720,1280,m15,True,0.0,False,0.0,186,225,544,734,True,True
train_d_488_t9p0,d_488,train,720,1280,raw,False,0.0,False,0.0,256,315,465,639,True,False
train_d_488_t9p0,d_488,train,720,1280,m05,True,0.0,False,0.0,245,298,476,656,True,True
train_d_488_t9p0,d_488,train,720,1280,m10,True,0.0,False,0.0,235,282,486,672,True,True
train_d_488_t9p0,d_488,train,720,1280,m15,True,0.0,False,0.0,224,266,497,688,True,True
train_n_278_t9p0,n_278,train,720,1280,raw,False,0.0,False,0.0,292,616,481,874,True,False
train_n_278_t9p0,n_278,train,720,1280,m05,True,0.0,False,0.0,282,603,491,887,True,True
train_n_278_t9p0,n_278,train,720,1280,m10,True,0.0,False,0.0,273,590,500,900,True,True
train_n_278_t9p0,n_278,train,720,1280,m15,True,0.0,False,0.0,263,577,510,913,True,True
val_d_682_t9p0,d_682,val,720,1280,raw,False,0.0,False,0.0,291,436,485,721,True,False
val_d_682_t9p0,d_682,val,720,1280,m05,True,0.0,False,0.0,281,421,495,736,True,True
val_d_682_t9p0,d_682,val,720,1280,m10,True,0.0,False,0.0,271,407,505,750,True,True
val_d_682_t9p0,d_682,val,720,1280,m15,True,0.0,False,0.0,261,393,515,764,True,True
val_n_378_t9p0,n_378,val,720,1280,raw,False,0.0,False,0.0,208,245,478,616,True,False
val_n_378_t9p0,n_378,val,720,1280,m05,True,0.0,False,0.0,194,226,492,635,True,True
val_n_378_t9p0,n_378,val,720,1280,m10,True,0.0,False,0.0,181,207,505,654,True,True
val_n_378_t9p0,n_378,val,720,1280,m15,True,0.0,False,0.0,167,189,519,672,True,True
train_d_488_t1p0,d_488,train,720,1280,raw,False,0.0,False,0.0,260,320,477,646,True,False
train_d_488_t1p0,d_488,train,720,1280,m05,True,0.0,False,0.0,249,303,488,663,True,True
train_d_488_t1p0,d_488,train,720,1280,m10,True,0.0,False,0.0,238,287,499,679,True,True
train_d_488_t1p0,d_488,train,720,1280,m15,True,0.0,False,0.0,227,271,510,695,True,True
train_n_278_t1p0,n_278,train,720,1280,raw,False,0.0,False,0.0,280,600,466,848,True,False
train_n_278_t1p0,n_278,train,720,1280,m05,True,0.0,False,0.0,270,587,476,861,True,True
train_n_278_t1p0,n_278,train,720,1280,m10,True,0.0,False,0.0,261,575,485,873,True,True
train_n_278_t1p0,n_278,train,720,1280,m15,True,0.0,False,0.0,252,562,494,886,True,True
val_d_682_t1p0,d_682,val,720,1280,raw,False,0.0,False,0.0,311,444,501,730,True,False
val_d_682_t1p0,d_682,val,720,1280,m05,True,0.0,False,0.0,301,429,511,745,True,True
val_d_682_t1p0,d_682,val,720,1280,m10,True,0.0,False,0.0,292,415,520,759,True,True
val_d_682_t1p0,d_682,val,720,1280,m15,True,0.0,False,0.0,282,401,530,773,True,True
val_n_378_t1p0,n_378,val,720,1280,raw,False,0.0,False,0.0,239,312,511,691,True,False
val_n_378_t1p0,n_378,val,720,1280,m05,True,0.0,False,0.0,225,293,525,710,True,True
val_n_378_t1p0,n_378,val,720,1280,m10,True,0.0,False,0.0,211,274,539,729,True,True
val_n_378_t1p0,n_378,val,720,1280,m15,True,0.0,False,0.0,198,255,552,748,True,True
train_d_75_t5p0,d_75,train,720,1280,raw,False,0.0,False,0.0,163,226,447,658,True,False
train_d_75_t5p0,d_75,train,720,1280,m05,True,0.0,False,0.0,148,204,462,680,True,True
train_d_75_t5p0,d_75,train,720,1280,m10,True,0.0,False,0.0,134,182,476,702,True,True
train_d_75_t5p0,d_75,train,720,1280,m15,True,0.0,False,0.0,120,161,490,723,True,True
train_n_889_t5p0,n_889,train,720,1280,raw,False,0.0,False,0.0,243,313,476,662,True,False
train_n_889_t5p0,n_889,train,720,1280,m05,True,0.0,False,0.0,231,295,488,680,True,True
train_n_889_t5p0,n_889,train,720,1280,m10,True,0.0,False,0.0,219,278,500,697,True,True
train_n_889_t5p0,n_889,train,720,1280,m15,True,0.0,False,0.0,208,260,511,715,True,True
val_n_196_t5p0,n_196,val,720,1280,raw,False,0.0,False,0.0,215,617,373,841,True,False
val_n_196_t5p0,n_196,val,720,1280,m05,True,0.0,False,0.0,207,605,381,853,True,True
